Naziv proizvoda;Šifra proizvoda;Marka proizvoda;Neto kolièina;Jedinica mjere;Maloprodajna cijena;Cijena za jedinicu mjere;Barkod;Kategorija;Najniža cijena u posljednjih 30 dana;MPC za vrijeme posebnog oblika prodaje
SPUŽVA ABRAZ. VILEDA GLITZI PLUS 3KOM   ;613071    ;AWTINTERNATIONAL D.O.O. ZAGREB;        3.00;KOM;        3.05;        1.02;'4003790001444';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
POLLY FLEX SPUŽVASTA KRPA 10/1          ;614237    ;REKORD TIM d.o.o. ORIOVAC;       10.00;KOM;        6.55;        0.66;'3859888122161';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
SPUŽVA KUHINJSKA PROFILNA PREMIUM 2+1   ;614961    ;FILIR D.O.O.;        3.00;KOM;        1.69;        0.56;'8606013476607';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
ÈELIÈNA ŽICA XXL GRILL&OUTDOOR          ;615130    ;REKORD TIM d.o.o. ORIOVAC;        0.00;   ;        1.19;        0.00;'3859888122185';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
ODSTRANJIVAÈ MRLJA 2/1 EXPRESS CLEAN    ;616593    ;REKORD TIM d.o.o. ORIOVAC;        2.00;KOM;        1.59;        0.80;'3859888122208';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
VILEDA STEAM PARNI ÈISTAÈ REFIL 2/1     ;625374    ;AWTINTERNATIONAL D.O.O. ZAGREB;        0.00;   ;        0.00;        0.00;'4023103181281';PROIZVODI ZA KUÆANSTVO;       21.99;       19.99
VIŠENAMJENSKA KRPA PEREX 3/1            ;640218    ;VM2 d.o.o.ZAGREB;        3.00;KOM;        1.49;        0.50;'3872292000207';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
VILEDA ABRAZIVNE SPUŽVE RAINBOW 10/1    ;640807    ;AWTINTERNATIONAL D.O.O. ZAGREB;       10.00;KOM;        0.00;        0.22;'4023103242944';PROIZVODI ZA KUÆANSTVO;        3.18;        2.19
SPUŽVA SA ABRAZIVOM PEREX 2/1           ;640897    ;VM2 d.o.o.ZAGREB;        2.00;KOM;        0.99;        0.50;'3872292012927';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
SPUŽVA PREMIUM 2/1 REKORD               ;649386    ;REKORD TIM d.o.o. ORIOVAC;        0.00;   ;        1.49;        0.00;'3858882684606';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
SPUŽVICE 6/1 MELAMIN 10*7cm             ;650474    ;EZERKA OPREMA D.O.O.;        0.00;   ;        2.59;        0.00;'8592381201739';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
ROVUS SPUŽVA 5KOM                       ;653401    ;HOME OF BRANDS D.O.O.;        0.00;   ;        5.99;        0.00;'3856029705146';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
ROVUS DODATNE KRPICE ZA MULTI CLEANER   ;653402    ;HOME OF BRANDS D.O.O.;        0.00;   ;        7.99;        0.00;'3856029705207';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
KRPA ZA PRAŠINU I POLIRANJE 30X30cm     ;653435    ;REKORD TIM d.o.o. ORIOVAC;        0.00;   ;        2.89;        0.00;'3858882680158';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
SPUŽVICE ZA POSUÐE 5/1 MIX              ;659633    ;EZERKA OPREMA D.O.O.;        0.00;   ;        1.29;        0.00;'8592381200671';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
ÈUDESNA KRPA 35X35 BRAVO                ;67850     ;REKORD TIM d.o.o. ORIOVAC;        0.00;   ;        1.69;        0.00;'3859888122307';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
REKORD SPUŽVA 3/1 STANDARD              ;71115     ;REKORD TIM d.o.o. ORIOVAC;        3.00;KOM;        0.89;        0.30;'3859888122260';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
REKORD SPUŽVA ANATOMIC 3/1              ;97060     ;REKORD TIM d.o.o. ORIOVAC;        3.00;KOM;        1.49;        0.50;'3859888122079';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
AUTO SPUŽVA REKORD                      ;97061     ;REKORD TIM d.o.o. ORIOVAC;        0.00;   ;        1.49;        0.00;'3859888122109';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
UNIVERZALNA KRPA 50*100 MARINA          ;97066     ;REKORD TIM d.o.o. ORIOVAC;        0.00;   ;        2.39;        0.00;'3858882680226';PROIZVODI ZA KUÆANSTVO;        0.00;        0.00
PAMPERS PREMIUM CARE MIDI 60 S3         ;285992    ;PAMPERS        ;       60.00;KOM;       21.23;        0.35;'4015400274780';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PREMIUM CARE MAXI 52 S4         ;285993    ;PAMPERS        ;       52.00;KOM;       21.23;        0.41;'4015400278818';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PREMIUM CARE JUNIOR 44 S5       ;285994    ;PAMPERS        ;       44.00;KOM;       21.23;        0.48;'4015400278870';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE AIR DRY JUNIOR 5 52/1    ;503322    ;VIOLETA D.O.O.;       52.00;KOM;        0.00;        0.21;'3870128010291';TOALETNE POTREPŠTINE;       15.59;       10.99
VIOLETA PELENE AIR DRY MAXI 4 60/1 JUMBO;503323    ;VIOLETA D.O.O.;       60.00;KOM;        0.00;        0.18;'3870128010253';TOALETNE POTREPŠTINE;       15.93;       10.99
VIOLETA PELENE AIR DRY JUNIOR +6 48/1   ;503486    ;VIOLETA D.O.O.;       48.00;KOM;        0.00;        0.23;'3870128010314';TOALETNE POTREPŠTINE;       14.39;       10.99
VIOLETA PELENE AIR DRY MIDI 3 66/1      ;503688    ;VIOLETA D.O.O.;       66.00;KOM;        0.00;        0.17;'3870128010222';TOALETNE POTREPŠTINE;       15.93;       10.99
VIOLETA PELENE AIR DRY MAXI PLUS 56/1   ;504379    ;VIOLETA D.O.O.;       56.00;KOM;        0.00;        0.20;'3870128010277';TOALETNE POTREPŠTINE;       15.93;       10.99
PAMPERS AB MAXI PACK S3 6-10kg 70KOM    ;562376    ;PAMPERS        ;       70.00;KOM;       20.99;        0.30;'8001090948656';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS AB MAXI PACK S4 9-14kg 62KOM    ;563619    ;PAMPERS        ;       62.00;KOM;       18.60;        0.30;'8001090948731';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PELENE MEGA PACK S3 152KOM      ;568874    ;PAMPERS        ;      152.00;KOM;        0.00;        0.17;'8001090951533';TOALETNE POTREPŠTINE;       30.53;       25.99
PAMPERS PELENE PREMIUM S2 68KOM VP      ;570915    ;PAMPERS        ;       68.00;KOM;       19.38;        0.29;'8001841104874';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PREMIUM S2 MINI 23KOM           ;571240    ;PAMPERS        ;       23.00;KOM;        7.30;        0.32;'8001841104652';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE AD NEWBORN 44/1 PREMIUM  ;600216    ;VIOLETA D.O.O.;       44.00;KOM;        0.00;        0.18;'3870128024342';TOALETNE POTREPŠTINE;       11.89;        7.99
VIOLETA PELENE AD MINI 2 64KOM COTTON   ;601289    ;VIOLETA D.O.O.;       64.00;KOM;        0.00;        0.16;'3870128024373';TOALETNE POTREPŠTINE;       13.29;       10.39
PAMPERS PANTS JUMBO PACK S6 44          ;604265    ;PAMPERS        ;       44.00;KOM;       21.23;        0.48;'8006540069356';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PANTS JUMBO PACK S7 38          ;604266    ;PAMPERS        ;       38.00;KOM;       21.23;        0.56;'8006540069387';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PANTS JUMBO  PACK S5 48         ;604271    ;PAMPERS        ;       48.00;KOM;       21.23;        0.44;'8006540069325';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PANTS JUMBO PACK S4 52KOM       ;604965    ;PAMPERS        ;       52.00;KOM;       21.23;        0.41;'8006540069264';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PANTS JUMBO PACK S3 62KOM       ;606786    ;PAMPERS        ;       62.00;KOM;       21.23;        0.34;'8006540069233';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE AD MIDI 3 64/1 PREM.COTT ;614855    ;VIOLETA D.O.O.;       64.00;KOM;        0.00;        0.21;'3870128031586';TOALETNE POTREPŠTINE;       17.99;       13.49
VIOLETA PELENE AD MAXI 4 58/1 PREM.COTT ;614856    ;VIOLETA D.O.O.;       58.00;KOM;        0.00;        0.23;'3870128031616';TOALETNE POTREPŠTINE;       17.99;       13.49
VIOLETA PELENE DOUB.CARE PANTS 52 (9-15);616046    ;VIOLETA D.O.O.;       52.00;KOM;       15.93;        0.31;'3870128031777';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE DOUB. CARE PANTS 48 (12-1;616048    ;VIOLETA D.O.O.;       48.00;KOM;       15.93;        0.33;'3870128031807';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE DC AD 5 48/1 JUNIOR      ;617765    ;VIOLETA D.O.O.;       48.00;KOM;        0.00;        0.28;'3870128031944';TOALETNE POTREPŠTINE;       17.99;       13.49
PAMPERS PREMIUM CARE S1 72CT            ;633384    ;PAMPERS        ;       72.00;KOM;       19.38;        0.27;'8006540858073';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE AD GIANT PACK 120/1 4MAXI;638849    ;VIOLETA D.O.O.;      120.00;KOM;       35.99;        0.30;'3870128032965';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE AD GIANT PACK 104/1 5JUNI;638850    ;VIOLETA D.O.O.;      104.00;KOM;       31.19;        0.30;'3870128033023';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA PELENE AD GIANT PACK 96/1 6JUNIO;638851    ;VIOLETA D.O.O.;       96.00;KOM;       28.79;        0.30;'3870128033054';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS PREMIUM CARE S7 32              ;652161    ;PAMPERS        ;       32.00;KOM;       21.23;        0.66;'8700216423915';TOALETNE POTREPŠTINE;        0.00;        0.00
BABY COOL VL.MARAMICE 72/1              ;168734    ;BABY COOL      ;       72.00;KOM;        1.33;        0.02;'8690510000502';TOALETNE POTREPŠTINE;        0.00;        0.00
BECUTAN VL.MARAMICE 72KOM               ;203120    ;BECUTAN        ;       72.00;KOM;        2.35;        0.03;'5310001910730';TOALETNE POTREPŠTINE;        0.00;        0.00
HOPS BABY VL.MARAMICE  72/1             ;278812    ;HOPS           ;       72.00;KOM;        0.99;        0.01;'8690510010754';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA BABY VL.MARAM.S KOZJIM ML 72/1  ;345991    ;VIOLETA        ;       72.00;KOM;        2.09;        0.03;'3870128000957';TOALETNE POTREPŠTINE;        0.00;        0.00
BECUTAN VL.MARAMICE 20/1 KAMILICA       ;373051    ;BECUTAN        ;       20.00;KOM;        1.15;        0.06;'5310001217648';TOALETNE POTREPŠTINE;        0.00;        0.00
HIGI VL.MARAMICE 72/1                   ;397402    ;HIGI           ;       72.00;KOM;        0.00;        0.01;'3870128001299';TOALETNE POTREPŠTINE;        1.29;        1.05
VIOLETA BABY VL.MARAM.BADEM 56/1        ;405952    ;VIOLETA        ;       56.00;KOM;        1.85;        0.03;'3870128006690';TOALETNE POTREPŠTINE;        0.00;        0.00
BECUTAN VL.MARAMICE 4X72KOM             ;413201    ;BECUTAN        ;      288.00;KOM;        7.59;        0.03;'5310001224103';TOALETNE POTREPŠTINE;        0.00;        0.00
BIBO VL.MARAMICE 80/1 KAMILICA          ;417573    ;BIBO           ;       72.00;KOM;        1.33;        0.02;'3859890063353';TOALETNE POTREPŠTINE;        0.00;        0.00
HIGI BABY VL.MARAM.54/1 S NEVENOM       ;434254    ;HIGI           ;       54.00;KOM;        0.00;        0.02;'3870128007635';TOALETNE POTREPŠTINE;        1.19;        0.95
VIOLETA BABY VL.M.BADEM 2X56            ;441511    ;VIOLETA        ;      112.00;KOM;        3.59;        0.03;'3870128007284';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA BABY VL.M.BADEM 5-PACK          ;448523    ;VIOLETA        ;      280.00;KOM;        0.00;        0.02;'3870128009462';TOALETNE POTREPŠTINE;        7.95;        5.69
VIOLETA BABY VL.MAR.99% WATER CARE 56/1 ;536210    ;VIOLETA        ;       56.00;KOM;        2.49;        0.04;'3870128012677';TOALETNE POTREPŠTINE;        0.00;        0.00
BIBO VL.MARAMICE 22KOM TRAVEL PACK      ;537910    ;BIBO           ;       22.00;KOM;        0.59;        0.03;'3859890063445';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA BABY VL.MAR.BADEM 3-PACK        ;540845    ;VIOLETA        ;      168.00;KOM;        5.19;        0.03;'3870128012882';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS VL.MARAMICE FRESH CLEAN 80KOM   ;578561    ;PAMPERS        ;       80.00;KOM;        2.79;        0.03;'8001841077598';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS VL.MARAMICE SENSITIVE 80KOM     ;578562    ;PAMPERS        ;       80.00;KOM;        2.79;        0.03;'8001841041421';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS VL.MARAMICE FRESH 4X80KOM       ;578751    ;PAMPERS        ;      320.00;KOM;        9.95;        0.03;'8001841078052';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS VL.MARAMICE SENSITIVE 4X80KOM   ;578754    ;PAMPERS        ;      320.00;KOM;        9.95;        0.03;'8001841062754';TOALETNE POTREPŠTINE;        0.00;        0.00
BECUTAN VL. MARAMICE 2*64               ;606595    ;BECUTAN        ;      128.00;KOM;        3.85;        0.03;'5310001234775';TOALETNE POTREPŠTINE;        0.00;        0.00
BIBO DJ.VL.MARAMICE MASLIN.ULJE 60/1    ;617004    ;BIBO           ;       60.00;KOM;        1.19;        0.02;'3859890063339';TOALETNE POTREPŠTINE;        0.00;        0.00
BIBO DJ. VLAŽNE MARAMICE 5*60 MASLINA   ;619257    ;BIBO           ;      300.00;KOM;        5.29;        0.02;'3859890063513';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA BABY VL.MARAMICE 5 PACK 51*5    ;633537    ;VIOLETA        ;      255.00;KOM;        5.99;        0.02;'3870128036543';TOALETNE POTREPŠTINE;        0.00;        0.00
VIOLETA BABY VL.MARAMICE 51/1 MED I KAMI;634658    ;VIOLETA        ;       51.00;KOM;        1.49;        0.03;'3870128036512';TOALETNE POTREPŠTINE;        0.00;        0.00
DJEÈJE VL. MARAMICE HAPPY 72/1 ALOE VERA;642195    ;HAPPY          ;       72.00;KOM;        1.19;        0.02;'3904429580181';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS VL.MARAMICE 6*52 FRESH          ;645384    ;PAMPERS        ;      312.00;KOM;       12.99;        0.04;'8001841078175';TOALETNE POTREPŠTINE;        0.00;        0.00
PAMPERS VL.MARAMICE 6*52 SENSITIVE      ;645385    ;PAMPERS        ;      312.00;KOM;        5.99;        0.02;'8001841041452';TOALETNE POTREPŠTINE;        0.00;        0.00
PRENS BABY VL. MARAMICE 100/1 RUŽA      ;645625    ;PRENS          ;      100.00;KOM;        0.00;        0.01;'8697434120972';TOALETNE POTREPŠTINE;        1.59;        1.19
NIVEA BABY MARAMICE SOFT&CREAM 57KOM    ;646727    ;NIVEA          ;       57.00;KOM;        4.09;        0.07;'9005800374406';TOALETNE POTREPŠTINE;        0.00;        0.00
NIVEA BABY SOFT&CREAM MARAMICE 2*57     ;646728    ;NIVEA          ;      114.00;KOM;        6.99;        0.06;'9005800374413';TOALETNE POTREPŠTINE;        0.00;        0.00
NIVEA BABY MARAMICE 99% PURE WATER 57KOM;646729    ;NIVEA          ;       57.00;KOM;        4.19;        0.07;'9005800369228';TOALETNE POTREPŠTINE;        0.00;        0.00
BIBO VLAŽNE MARAMICE 4*80 KAMILICA      ;652140    ;BIBO           ;      320.00;KOM;        4.75;        0.01;'3859890063520';TOALETNE POTREPŠTINE;        0.00;        0.00
BECUTAN VLAŽNE MARAMICE 3*56 AQUA       ;655430    ;BECUTAN        ;      168.00;KOM;        5.99;        0.04;'5310001273156';TOALETNE POTREPŠTINE;        0.00;        0.00
DJEÈJE VL. MARAMICE 120/1 SENSITIVE     ;656126    ;WHITEDAY       ;      120.00;KOM;        1.79;        0.01;'8684718450375';TOALETNE POTREPŠTINE;        0.00;        0.00
BABY VLAŽNE MARAMICE 60/1 99,9% VODE    ;664221    ;WHITE DAY      ;       60.00;KOM;        2.19;        0.04;'8684718450108';TOALETNE POTREPŠTINE;        0.00;        0.00
SIGNAL ÈETKICA ESSENTIAL DUOPACK        ;286486    ;SIGNAL         ;        2.00;KOM;        1.89;        0.95;'8718114047928';KOZMETIKA;        0.00;        0.00
SIGNAL WHITE SYSTEM ÈETKICA ZA ZUBE     ;303511    ;SIGNAL         ;        1.00;KOM;        3.29;        3.29;'8718114198903';KOZMETIKA;        0.00;        0.00
SIGNAL ÈETKICA DJEÈJA MINI              ;304723    ;SIGNAL         ;        0.00;   ;        2.29;        0.00;'8718114201641';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA ZA ZUBE MAX WHITE 1+1   ;318029    ;COLGATE        ;        2.00;KOM;        3.69;        1.85;'8714789490113';KOZMETIKA;        0.00;        0.00
SIGNAL ÈETKICA CLASSIC FRESH            ;335085    ;SIGNAL         ;        0.00;   ;        1.89;        0.00;'8413300264270';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA ZA ZUBE EXTRA CLEAN 1+1 ;367646    ;COLGATE        ;        0.00;   ;        2.79;        0.00;'8714789732244';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA ZA ZUBE MAX FRESH 1+1   ;399926    ;COLGATE        ;        0.00;   ;        3.69;        0.00;'8714789292915';KOZMETIKA;        0.00;        0.00
SENSODYNE ÈETKICA COMPL.PROTE           ;418653    ;SENSODYNE      ;        0.00;   ;        6.39;        0.00;'3830029294756';KOZMETIKA;        0.00;        0.00
ORAL B ÈETKICA 3EFF NATURALS 1+1        ;438474    ;ORAL B         ;        0.00;   ;        0.00;        0.00;'3014260022839';KOZMETIKA;        2.65;        1.59
INDOR ZUBNA ÈETKICA MEDIUM  CN          ;513179    ;INDOR          ;        0.00;   ;        0.89;        0.00;'3858885847374';KOZMETIKA;        0.00;        0.00
SIGNAL ÈETKICA SENSITIVE SOFT           ;514458    ;SIGNAL         ;        0.00;   ;        2.59;        0.00;'8712561937917';KOZMETIKA;        0.00;        0.00
LACALUT INTERDENTALNA ÈETKICA XS 5/1    ;517757    ;LACALUT        ;        5.00;KOM;        0.00;        0.59;'4016369546352';KOZMETIKA;        4.55;        2.96
LACALUT ÈETKICA ZA ZUBE AKTIV           ;528332    ;LACALUT        ;        0.00;   ;        0.00;        0.00;'4016369506271';KOZMETIKA;        4.15;        2.70
PARODONTAX ÈETKICA ZA ZUBE GUMS EX.SOFT ;561211    ;PARODONTAX     ;        0.00;   ;        5.49;        0.00;'5054563049490';KOZMETIKA;        0.00;        0.00
ORAL B ÈETKICA CHAROAL BLACK 3KOM       ;572874    ;ORAL B         ;        3.00;KOM;        0.00;        0.85;'3014260101503';KOZMETIKA;        4.25;        2.55
SENSODYNE ÈETKICA EXPERT SOFT           ;576183    ;SENSODYNE      ;        1.00;KOM;        5.39;        5.39;'5054563029720';KOZMETIKA;        0.00;        0.00
ELMEX ÈETKICA ULTRA SOFT                ;600801    ;ELMEX          ;        0.00;   ;        0.00;        0.00;'8718951187658';KOZMETIKA;        5.79;        4.19
ELMEX ÈETKICA ZA ZUBE JUNIOR            ;600802    ;ELMEX          ;        0.00;   ;        0.00;        0.00;'7610108043583';KOZMETIKA;        3.99;        2.99
ELMEX ÈETKICE ULTRA SOFT TRIPACK        ;600803    ;ELMEX          ;        3.00;KOM;        0.00;        3.33;'8718951188075';KOZMETIKA;       12.99;        9.99
AQ ÈETKICA TRIPE PROTECT.MED DUOPACK    ;611190    ;AQUAFRESH      ;        0.00;   ;        3.99;        0.00;'5054563931771';KOZMETIKA;        0.00;        0.00
PLIDENTA ÈETKICA CLEAN&WHITE            ;615294    ;PLIDENTA       ;        0.00;   ;        2.39;        0.00;'3856007909511';KOZMETIKA;        0.00;        0.00
AQ ÈETKICA ZUBNA CLEAN&FLEX 1+1         ;616605    ;AQUAFRESH      ;        0.00;   ;        3.79;        0.00;'5054563931870';KOZMETIKA;        0.00;        0.00
SENSODYNE ÈETKICA EXPERT MEDIUM         ;617114    ;SENSODYNE      ;        0.00;   ;        5.59;        0.00;'3830029296118';KOZMETIKA;        0.00;        0.00
BIOREPAIR INTERD.ÈETKICA FINE 40/1      ;618227    ;BIOREPAIR      ;       40.00;KOM;        0.00;        0.07;'8017331058329';KOZMETIKA;        3.99;        2.89
ELINA DENT ZUB.ÈETKICA 2/1 MEDIUM       ;625211    ;ELINA          ;        0.00;   ;        1.33;        0.00;'4326470442598';KOZMETIKA;        0.00;        0.00
AQ ÈETKICA FLEX MEDIUM TRIOPACK         ;626410    ;AQUAFRESH      ;        0.00;   ;        3.99;        0.00;'5054563124272';KOZMETIKA;        0.00;        0.00
LACALUT INTERDENTALNA ÈETKICA S 5/1     ;627926    ;LACALUT        ;        5.00;KOM;        0.00;        0.59;'4016369546369';KOZMETIKA;        4.55;        2.96
COLGATE ÈETKICA 360 CHARCOAL 1+1        ;627977    ;COLGATE        ;        2.00;KOM;        5.19;        2.60;'8718951197183';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA TRIPLE ACTION 1+1       ;634641    ;COLGATE        ;        2.00;KOM;        1.89;        0.95;'8718951309609';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA 360 DEEP CLEAN MED 1+1  ;637499    ;COLGATE        ;        0.00;   ;        5.19;        0.00;'8718951561441';KOZMETIKA;        0.00;        0.00
PARODONTAX ÈETKICA EX.SOFT 3KOM/PAK     ;642277    ;PARODONTAX     ;        3.00;KOM;       11.99;        4.00;'5054563049889';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA EXTRA CLEAN 4PACK       ;645370    ;COLGATE        ;        4.00;KOM;        4.49;        1.12;'8714789235356';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA MW1+1 +PASTA MFW75ML**  ;650749    ;COLGATE        ;        0.00;   ;        3.29;        0.00;'3830075444174';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA KIDS SMIL.6-9SOFT       ;654718    ;COLGATE        ;        0.00;   ;        2.99;        0.00;'8718951613966';KOZMETIKA;        0.00;        0.00
AQ ÈETKICA EXTREME CL.MEDIUM DUO        ;657222    ;AQUAFRESH      ;        0.00;   ;        3.99;        0.00;'5054563247810';KOZMETIKA;        0.00;        0.00
AQ KIDS ÈETKICA ADVANCE 9-12g           ;657343    ;AQ             ;        0.00;   ;        3.69;        0.00;'5054563210449';KOZMETIKA;        0.00;        0.00
COLGATE ÈETKICA ZIG ZAG FLEXI MED       ;79196     ;COLGATE        ;        1.00;KOM;        2.65;        2.65;'7610196003544';KOZMETIKA;        0.00;        0.00
