"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";"NETO_KOLIÈINA";"JEDINICA_MJERE";"MALOPROD.CIJENA(EUR)";"CIJENA_ZA_JEDINICU_MJERE";"MPC_POSEB.OBLIK_PROD";"POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE";"NAJNIŽA_MPC_U_30DANA";"SIDRENA_CIJENA";"BARKOD";"KATEGORIJA_PROIZVODA"
"SAPUN MIRISNI VIŠE VRSTA 125g";"013965601";"NEAR YOUR XXX";"0,125";"KG";"0,75";"6";"0";"0";"0";"0,75";"8017596019974";"KOZMETIKA"
"SAPUN MIRISNI VIŠE VRSTA 125g";"013965601";"NEAR YOUR XXX";"0,125";"KG";"0,75";"6";"0";"0";"0";"0,75";"8017596019950";"KOZMETIKA"
"SAPUN MIRISNI VIŠE VRSTA 125g";"013965601";"NEAR YOUR XXX";"0,125";"KG";"0,75";"6";"0";"0";"0";"0,75";"8017596075765";"KOZMETIKA"
"SAPUN MIRISNI VIŠE VRSTA 125g";"013965601";"NEAR YOUR XXX";"0,125";"KG";"0,75";"6";"0";"0";"0";"0,75";"8017596075758";"KOZMETIKA"
"SAPUN NEUTRALNI 4X125g";"013919701";"NEAR YOUR XXX";"0,5";"KG";"1,99";"3,98";"0";"0";"0";"2,29";"8017596075734";"KOZMETIKA"
"SAPUN NEUTRALNI 4X125g";"013919701";"NEAR YOUR XXX";"0,5";"KG";"1,99";"3,98";"0";"0";"0";"2,29";"8017596075741";"KOZMETIKA"
"SAPUN RUÈNO PRANJ.RUB.MARSIG.2x250g";"014083301";"DEXAL";"0,5";"KG";"1,69";"3,38";"0";"0";"0";"1,69";"8017596011961";"SREDSTVA ZA ÈIŠÆENJE"
"SAPUN TEK.ZA INTIMNU NJEGU ECO200ml";"016405801";"AMO ESSERE ECO";"0,2";"LT";"1,69";"8,45";"0";"0";"0";"1,59";"8017596115454";"KOZMETIKA"
"SAPUN ZA RUKE I LICE BIO ECO 300ml";"016405701";"AMO ESSERE ECO";"0,3";"LT";"1,59";"5,3";"0";"0";"0";"1,59";"8017596115478";"KOZMETIKA"
"SARAJEVSKI ÆEVAPÈIÆI 500g";"910206501";"NO BRAND";"0,5";"KG";"5,99";"11,98";"0";"0";"0";"5,99";"3830053938756";"HRANA"
"SARDINE BILJNO ULJE S LIMUNOM 105g";"900309801";"NO BRAND";"0,105";"KG";"1,15";"10,95";"0";"0";"0";"1,09";"3830003601556";"HRANA"
"SARDINE U MASLINOVOM ULJU 105g";"900476801";"NO BRAND";"0,105";"KG";"1,39";"13,24";"0";"0";"0";"1,39";"3830003601617";"HRANA"
"SARDINE U UMAKU OD POVRÆA 105g";"900309701";"NO BRAND";"0,105";"KG";"1,19";"11,33";"0";"0";"0";"1,09";"3830003601563";"HRANA"
"SARDINE U UMAKU OD RAJÈICA 105g";"900476701";"NO BRAND";"0,105";"KG";"1,15";"10,95";"0";"0";"0";"1,09";"3830003601648";"HRANA"
"SARMA I PIRE KRUMPIR 500g";"910152701";"NO BRAND";"0,5";"KG";"3,99";"7,98";"0";"0";"0";"3,99";"";"HRANA"
"SCHWARZWALD TORTA S&G 800g";"910208901";"NO BRAND";"0,8";"KG";"9,99";"12,49";"0";"0";"0";"9,99";"3830056445411";"HRANA"
"SELJAÈKA SUHA KOBASICA";"900043301";"MEAT APPETIT";"1";"KG";"11,99";"11,99";"0";"0";"0";"11,99";"";"HRANA"
"SENDVIÈ GRILL PECIVO 110g";"910177301";"NO BRAND";"0,11";"KG";"0,29";"2,64";"0";"0";"0";"0,39";"";"HRANA"
"SENDVIÈ KEKS 46% KAKAO 500g";"007074801";"DOLCIANDO";"0,5";"KG";"2,29";"4,58";"0";"0";"0";"1,99";"4001518003312";"HRANA"
"SENDVIÈ KEKS 46% KAKAO 500g";"007074801";"DOLCIANDO";"0,5";"KG";"2,29";"4,58";"0";"0";"0";"1,99";"8017596006592";"HRANA"
"SENDVIÈ KEKS 46% KAKAO 500g";"007074801";"DOLCIANDO";"0,5";"KG";"2,29";"4,58";"0";"0";"0";"1,99";"8017596057648";"HRANA"
"SENDVIÈ KEKS ÈOKOLADA/KAKAO 500g";"018161501";"DOLCIANDO";"0,5";"KG";"2,09";"4,18";"0";"0";"0";"1,99";"8017596134615";"HRANA"
"SENDVIÈ KUHANA ŠUNKA 140g";"015945801";"TRE MULINI";"0,14";"KG";"1,69";"12,07";"1,09";"7,79";"1,69";"1,99";"8017596107879";"HRANA"
"SENDVIÈ TUNJEVINA 140g";"015945901";"TRE MULINI";"0,14";"KG";"1,69";"12,07";"1,09";"7,79";"1,69";"1,99";"8017596107886";"HRANA"
"SENF 700g";"900287701";"NO BRAND";"0,7";"KG";"1,69";"2,41";"0";"0";"0";"1,59";"3830000999229";"HRANA"
"SIPE OÈIŠÆENE 450g";"010182101";"ONDINA";"0,45";"KG";"4,49";"9,98";"0";"0";"0";"4,49";"8017596040152";"HRANA"
"SIR BIJELI U SALAMURI 450g";"900473401";"NO BRAND";"0,45";"KG";"4,19";"9,31";"0";"0";"0";"4,19";"3830060750105";"HRANA"
"SIR BIJELI U SALAMURI 450g";"900473401";"NO BRAND";"0,45";"KG";"4,19";"9,31";"0";"0";"0";"4,19";"3830060750082";"HRANA"
"SIR BRIE 200g";"011696501";"LAND";"0,2";"KG";"2,25";"11,25";"0";"0";"0";"2,25";"3333750051976";"HRANA"
"SIR BRIE 200g";"011696501";"LAND";"0,2";"KG";"2,25";"11,25";"0";"0";"0";"2,25";"8017596075024";"HRANA"
"SIR DIMLJENI 150g";"910090705";"NO BRAND";"0,15";"KG";"2,19";"14,6";"0";"0";"0";"2,19";"3858888598839";"HRANA"
"SIR DIMLJENI 150g";"017403501";"ALPENSPITZ";"0,15";"KG";"2,29";"15,27";"0";"0";"0";"2,19";"8017596124395";"HRANA"
"SIR EDAMER 300g";"900495802";"LAND";"0,3";"KG";"3,19";"10,63";"0";"0";"0";"3,19";"8017596113627";"HRANA"
"SIR EDAMER 700g";"900495601";"LAND";"0,7";"KG";"6,95";"9,93";"0";"0";"0";"6,95";"8017596113610";"HRANA"
"SIR EDAMER NAREZAN 200g";"013315902";"LAND";"0,2";"KG";"2,09";"10,45";"0";"0";"0";"2,09";"8017596050113";"HRANA"
"SIR EMENTALER NAREZAN 200g";"013315901";"LAND";"0,2";"KG";"2,65";"13,25";"0";"0";"0";"2,65";"8017596050120";"HRANA"
"SIR EMMENTAL BAVARSKI 400g";"011565301";"LAND";"0,4";"KG";"4,49";"11,23";"0";"0";"0";"3,99";"8017596063304";"HRANA"
"SIR EMMENTAL JULIENNE 200g";"015181601";"LAND";"0,2";"KG";"2,49";"12,45";"0";"0";"0";"2,49";"8017596104113";"HRANA"
"SIR FETA GRÈKI 200g";"012858801";"LAND";"0,2";"KG";"3,29";"16,45";"0";"0";"0";"3,29";"5201301120304";"HRANA"
"SIR FETA GRÈKI 200g";"012858801";"LAND";"0,2";"KG";"3,29";"16,45";"0";"0";"0";"3,29";"8017596075895";"HRANA"
"SIR FETA KOCKICE 150g";"016876401";"LAND";"0,15";"KG";"2,79";"18,6";"0";"0";"0";"2,79";"8017596119155";"HRANA"
"SIR GORGONZOLA SLATKA/PIKANTNA 200g";"900330901";"PASCOLI ITALIANI";"0,2";"KG";"3,25";"16,25";"0";"0";"0";"3,19";"8017596113023";"HRANA"
"SIR GORGONZOLA SLATKA/PIKANTNA 200g";"900330901";"PASCOLI ITALIANI";"0,2";"KG";"3,25";"16,25";"0";"0";"0";"3,19";"8017596113016";"HRANA"
"SIR GORGONZOLA SLATKA/PIKANTNA 200g";"900330901";"PASCOLI ITALIANI";"0,2";"KG";"3,25";"16,25";"0";"0";"0";"3,19";"8021398301731";"HRANA"
"SIR GORGONZOLA SLATKA/PIKANTNA 200g";"900330901";"PASCOLI ITALIANI";"0,2";"KG";"3,25";"16,25";"0";"0";"0";"3,19";"8021398301748";"HRANA"
"SIR GOUDA";"010865302";"LAND";"1";"KG";"11,49";"11,49";"0";"0";"0";"9,95";"";"HRANA"
"SIR GOUDA 300g";"900495801";"LAND";"0,3";"KG";"3,19";"10,63";"0";"0";"0";"3,19";"8017596113597";"HRANA"
"SIR GOUDA 500g";"910090701";"NO BRAND";"0,5";"KG";"4,99";"9,98";"0";"0";"0";"4,99";"3858888597436";"HRANA"
"SIR GOUDA 700g";"900495501";"LAND";"0,7";"KG";"5,99";"8,56";"0";"0";"0";"5,99";"8017596113580";"HRANA"
"SIR GOUDA DIMLJENA 500g";"910090702";"NO BRAND";"0,5";"KG";"5,49";"10,98";"0";"0";"0";"5,49";"3858888598877";"HRANA"
"SIR GOUDA NAREZAK 500g";"900573301";"NO BRAND";"0,5";"KG";"5,19";"10,38";"0";"0";"0";"4,98";"8017596131881";"HRANA"
"SIR GOUDA NAREZANA 200g";"013418101";"LAND";"0,2";"KG";"2,05";"10,25";"0";"0";"0";"2,05";"8017596073860";"HRANA"
"SIR GRAN BAVARESE 100g";"008066401";"NO BRAND";"0,1";"KG";"1,99";"19,9";"0";"0";"0";"1,49";"4006402010179";"HRANA"
"SIR GRANA PADANO 300g";"013328301";"PASCOLI ITALIANI";"0,3";"KG";"6,69";"22,3";"0";"0";"0";"6,49";"8001230054698";"HRANA"
"SIR GRANA PADANO 300g";"013328301";"PASCOLI ITALIANI";"0,3";"KG";"6,69";"22,3";"0";"0";"0";"6,49";"8017596075123";"HRANA"
"SIR GRANA PADANO 300g";"013328301";"PASCOLI ITALIANI";"0,3";"KG";"6,69";"22,3";"0";"0";"0";"6,49";"8002710111429";"HRANA"
"SIR GRANA PADANO DOP KOCKICE 350g";"013328101";"PASCOLI ITALIANI";"0,35";"KG";"7,99";"22,83";"0";"0";"0";"7,89";"8017596051998";"HRANA"
"SIR KOZJI NAREZANI 120g";"016785901";"LAND";"0,12";"KG";"2,49";"20,75";"0";"0";"0";"2,29";"8017596119995";"HRANA"
"SIR LISTIÆI 16 kom 400g";"017960101";"LAND";"0,4";"KG";"2,99";"7,48";"0";"0";"0";"2,99";"8017596050090";"HRANA"
"SIR LISTIÆI 50 kom 1kg";"007905301";"LAND";"1";"KG";"7,49";"7,49";"0";"0";"0";"6,79";"8017596005403";"HRANA"
"SIR LISTIÆI 50 kom 1kg";"007905301";"LAND";"1";"KG";"7,49";"7,49";"0";"0";"0";"6,79";"8017596050083";"HRANA"
"SIR LISTIÆI LIGHT 200g";"009791001";"LAND";"0,2";"KG";"1,59";"7,95";"0";"0";"0";"1,59";"8017596062796";"HRANA"
"SIR LIVANJSKI 300 G";"910196201";"LAND";"0,3";"KG";"5,99";"19,97";"0";"0";"0";"5,89";"8017596135162";"HRANA"
"SIR LIVANJSKI DIMLJENI 300 G";"910196301";"LAND";"0,3";"KG";"5,99";"19,97";"0";"0";"0";"5,89";"8017596135179";"HRANA"
"SIR MAASDAM";"010861702";"LAND";"1";"KG";"9,29";"9,29";"0";"0";"0";"9,29";"";"HRANA"
"SIR MAASDAM 150g";"900495704";"LAND";"0,15";"KG";"1,99";"13,27";"0";"0";"0";"1,99";"8017596113528";"HRANA"
"SIR MASCARPONE 250g";"011963501";"PASCOLI ITALIANI";"0,25";"KG";"2,49";"9,96";"0";"0";"0";"2,39";"8017596006752";"HRANA"
"SIR MASCARPONE 500g";"014138001";"PASCOLI ITALIANI";"0,5";"KG";"4,89";"9,78";"0";"0";"0";"4,49";"8017596077608";"HRANA"
"SIR MEKI U SALAMURI 800g";"900492401";"LAND";"0,8";"KG";"8,69";"10,86";"0";"0";"0";"8,69";"4006402053664";"HRANA"
"SIR MEKI U SALAMURI 800g";"900492401";"LAND";"0,8";"KG";"8,69";"10,86";"0";"0";"0";"8,69";"8017596123152";"HRANA"
"SIR MOZZARELLA 125g";"010349101";"LAND";"0,125";"KG";"1,15";"9,2";"0";"0";"0";"1,09";"8017596051202";"HRANA"
"SIR MOZZARELLA BUF.C.DOP MINI 300g";"011214501";"PASCOLI ITALIANI";"0,3";"KG";"4,49";"14,97";"0";"0";"0";"4,39";"8017596053763";"HRANA"
"SIR MOZZARELLA JULIENNE 250g";"018340401";"LAND";"0,25";"KG";"2,65";"10,6";"0";"0";"0";"2,65";"8017596133878";"HRANA"
"SIR MOZZARELLA MINI 150g";"016731101";"PASCOLI ITALIANI";"0,15";"KG";"1,59";"10,6";"0";"0";"0";"1,59";"8017596118790";"HRANA"
"SIR MOZZARELLA U VREÆICI 4X125g";"010349301";"LAND";"0,5";"KG";"4,29";"8,58";"0";"0";"0";"3,99";"8017596006684";"HRANA"
"SIR MOZZARELLA U VREÆICI 4X125g";"010349301";"LAND";"0,5";"KG";"4,29";"8,58";"0";"0";"0";"3,99";"8017596059963";"HRANA"
"SIR PARMIGIANO REGGIANO DOP 300g";"013328201";"PASCOLI ITALIANI";"0,3";"KG";"7,99";"26,63";"5,99";"19,97";"7,99";"7,69";"8001230054247";"HRANA"
"SIR PARMIGIANO REGGIANO DOP 300g";"013328201";"PASCOLI ITALIANI";"0,3";"KG";"7,99";"26,63";"5,99";"19,97";"7,99";"7,69";"8017596075208";"HRANA"
"SIR PECORINO SARDO DOP 300g";"014567601";"PASCOLI ITALIANI";"0,3";"KG";"7,49";"24,97";"0";"0";"0";"7,49";"8017596101105";"HRANA"
"SIR PROVOLONE PIKANTNI 300g";"012622002";"LAND";"0,3";"KG";"3,99";"13,3";"0";"0";"0";"3,99";"8017596067081";"HRANA"
"SIR PROVOLONE SLATKI 300g";"012622001";"LAND";"0,3";"KG";"3,99";"13,3";"0";"0";"0";"3,99";"8017596067074";"HRANA"
"SIR RIBANI 150g";"013518101";"LAND";"0,15";"KG";"1,89";"12,6";"0";"0";"0";"1,89";"8017596018533";"HRANA"
"SIR RIBANI GRANA PADANO 200g";"009440001";"PASCOLI ITALIANI";"0,2";"KG";"4,69";"23,45";"3,19";"15,95";"4,69";"4,49";"8017596018564";"HRANA"
"SIR SKUTA 250g";"001952101";"LAND";"0,25";"KG";"1,15";"4,6";"0";"0";"0";"1,15";"8002795001004";"HRANA"
"SIR SKUTA 250g";"001952101";"LAND";"0,25";"KG";"1,15";"4,6";"0";"0";"0";"1,15";"8017596006769";"HRANA"
"SIR SVJEŽI 10% m.m. 500g";"900410301";"NO BRAND";"0,5";"KG";"1,85";"3,7";"0";"0";"0";"1,85";"3858888598723";"HRANA"
"SIR SVJEŽI 10% m.m. 500g";"900410301";"NO BRAND";"0,5";"KG";"1,85";"3,7";"0";"0";"0";"1,85";"3830060750341";"HRANA"
"SIR SVJEŽI 25% m.m. 500g";"900484301";"NO BRAND";"0,5";"KG";"1,99";"3,98";"0";"0";"0";"1,99";"3858888598709";"HRANA"
"SIR SVJEŽI S VRHNJEM 200g";"910212301";"PUTOVANJE KROZ OKUSE";"0,2";"KG";"1,29";"6,45";"0";"0";"0";"1,29";"8017596136053";"HRANA"
"SIR SVJEŽI SKYR 0,1% m.m.150g";"016368401";"LAND";"0,15";"KG";"0,89";"5,93";"0,59";"3,93";"0,89";"0,89";"24100694";"HRANA"
"SIR SVJEŽI ZRNATI 20% 200g";"015597801";"LAND";"0,2";"KG";"1,35";"6,75";"0";"0";"0";"1,39";"8034066309069";"HRANA"
"SIR SVJEŽI ZRNATI 20% 200g";"015597801";"LAND";"0,2";"KG";"1,35";"6,75";"0";"0";"0";"1,39";"8017596008930";"HRANA"
"SIR SVJEŽI ZRNATI BEZ LAK.PROT.150g";"017279201";"LAND";"0,15";"KG";"1,19";"7,93";"0";"0";"0";"1,19";"8017596123817";"HRANA"
"SIR TILSITER 700g";"900493001";"LAND";"0,7";"KG";"7,99";"11,41";"0";"0";"0";"7,89";"8017596113603";"HRANA"
"SIR TILSITER NAREZANI 150g";"900492901";"LAND";"0,15";"KG";"2,09";"13,93";"0";"0";"0";"1,99";"8017596113566";"HRANA"
"SIR TOPLJENI LISTIÆI BEZ LAKTO.200g";"014220001";"AMO ESSERE SENZA LATTOSIO";"0,2";"KG";"1,99";"9,95";"0";"0";"0";"1,99";"8017596077783";"HRANA"
"SIR TOPLJENI LISTIÆI BEZ LAKTO.200g";"014220001";"AMO ESSERE SENZA LATTOSIO";"0,2";"KG";"1,99";"9,95";"0";"0";"0";"1,99";"8017596062796";"HRANA"
"SIR TOPLJENI LISTIÆI CHEDDAR 200g";"014582001";"LAND";"0,2";"KG";"1,89";"9,45";"0";"0";"0";"1,59";"8017596100566";"HRANA"
"SIR TOPLJENI LISTIÆI GOUDA 200g";"900508301";"LAND";"0,2";"KG";"1,99";"9,95";"0";"0";"0";"1,99";"8017596114136";"HRANA"
"SIR TOPLJENI TROKUTIÆI 16kom 280g";"013917601";"LAND";"0,28";"KG";"2,99";"10,68";"2,09";"7,46";"2,99";"2,89";"8017596014191";"HRANA"
"SIR TRAPIST 300g";"900635601";"NO BRAND";"0,3";"KG";"3,99";"13,3";"0";"0";"0";"3,99";"3831051018365";"HRANA"
"SIR TRAPIST 550g";"900635701";"NO BRAND";"0,55";"KG";"6,99";"12,71";"0";"0";"0";"6,99";"3831051018389";"HRANA"
"SIR TRAPIST S KOROM 150g";"910090704";"NO BRAND";"0,15";"KG";"2,19";"14,6";"0";"0";"0";"2,19";"3858888598853";"HRANA"
"SIR TVRDI KOZJI KRAVLJI MIX 400G";"910196401";"LAND";"0,4";"KG";"8,99";"22,48";"0";"0";"0";"8,99";"8017596135186";"HRANA"
"SIR TVRDI KRAVLJI 700g";"900543001";"LAND";"0,7";"KG";"10,99";"15,7";"0";"0";"0";"9,99";"8017596124371";"HRANA"
"SIRNI NAMAZ 200g";"008453401";"LAND";"0,2";"KG";"1,59";"7,95";"1,09";"5,45";"1,59";"1,59";"8017596005373";"HRANA"
"SIRNI NAMAZ BEZ LAKTOZE 175g";"012744801";"AMO ESSERE SENZA LATTOSIO";"0,175";"KG";"1,59";"9,09";"0";"0";"0";"1,59";"8017596070852";"HRANA"
"SIRNI NAMAZ LIGHT 200g";"008387501";"LAND";"0,2";"KG";"1,49";"7,45";"0";"0";"0";"1,49";"8017596005380";"HRANA"
"SIRNI NAMAZ ZAÈINSKO BILJE 175g";"017038101";"LAND";"0,175";"KG";"1,59";"9,09";"0";"0";"0";"1,59";"8017596120601";"HRANA"
"SIRNI PRIPR.SVJEŽI SIR I LOSOS 135g";"017015701";"LAND";"0,135";"KG";"1,59";"11,78";"0";"0";"0";"1,59";"24101332";"HRANA"
"SIRNI PRIPRAVAK MAL/BOROVN.150g";"016792401";"LAND";"0,15";"KG";"0,99";"6,6";"0";"0";"0";"0,89";"24101189";"HRANA"
"SIRNI PRIPRAVAK MAL/BOROVN.150g";"016792401";"LAND";"0,15";"KG";"0,99";"6,6";"0";"0";"0";"0,89";"24101172";"HRANA"
"SIRNICA PINCA PAK 400g";"910069301";"NO BRAND";"0,4";"KG";"2,89";"7,23";"0";"0";"0";"2,89";"3858881127913";"HRANA"
"SIRNICA PINCA PAK 400g";"910069301";"NO BRAND";"0,4";"KG";"2,89";"7,23";"0";"0";"0";"2,89";"3856028409472";"HRANA"
"SIRUP BAZGA 1l";"900470305";"NO BRAND";"1";"LT";"2,09";"2,09";"0";"0";"0";"2,09";"3859892735845";"PIÆE"
"SIRUP BOROVNICA 1l";"900470306";"NO BRAND";"1";"LT";"2,09";"2,09";"0";"0";"0";"2,09";"3859892735838";"PIÆE"
"SIRUP LIMUN 1l";"900470302";"NO BRAND";"1";"LT";"2,09";"2,09";"0";"0";"0";"2,09";"3859892735807";"PIÆE"
"SIRUP LIMUN I NARANÈA 1L";"910190201";"NO BRAND";"1";"LT";"2,99";"2,99";"0";"0";"0";"2,99";"3858893550990";"PIÆE"
"SIRUP MALINA 1l";"900470303";"NO BRAND";"1";"LT";"2,09";"2,09";"0";"0";"0";"2,09";"3859892735814";"PIÆE"
"SIRUP NARANÈA 1l";"900470301";"NO BRAND";"1";"LT";"2,09";"2,09";"0";"0";"0";"2,09";"3859892735791";"PIÆE"
"SIRUP NARANÈA LIGHT 1l";"910139601";"NO BRAND";"1";"LT";"1,39";"1,39";"0";"0";"0";"1,39";"3858893550686";"PIÆE"
"SIRUP VIŠNJA 1l";"900470304";"NO BRAND";"1";"LT";"2,09";"2,09";"0";"0";"0";"2,09";"3859892735821";"PIÆE"
"SIRUP ŠUMSKO VOÆE 1l";"900470307";"NO BRAND";"1";"LT";"2,09";"2,09";"0";"0";"0";"2,09";"3859892735852";"PIÆE"
"SIRUP ŠUMSKO VOÆE LIGHT 1l";"910139701";"NO BRAND";"1";"LT";"1,39";"1,39";"0";"0";"0";"1,39";"3858893550747";"PIÆE"
"SJAJILO ZA PERILICU POSUÐA 1l";"017386101";"DEXAL";"1";"LT";"1,99";"1,99";"0";"0";"0";"1,99";"8017596128393";"SREDSTVA ZA ÈIŠÆENJE"
"SJECKANA PRŽENA PISTACIJA 50g";"015270701";"NO BRAND";"0,05";"KG";"1,99";"39,8";"0";"0";"0";"1,99";"8005912011863";"HRANA"
"SJECKANA RAJÈICA BIO 500ml";"018210901";"AMO ESSERE BIO";"0,5";"KG";"1,39";"2,78";"0";"0";"0";"1,39";"8017596135070";"HRANA"
"SJECKANI PRŽENI BADEM 100g";"015270801";"NO BRAND";"0,1";"KG";"1,99";"19,9";"0";"0";"0";"1,99";"8005912011498";"HRANA"
"SJECKANI PRŽENI LJEŠNJAK 100g";"015270901";"NO BRAND";"0,1";"KG";"1,99";"19,9";"0";"0";"0";"1,99";"8005912011481";"HRANA"
"SJENILO ZA OÈI";"017579501";"FIOR DI MAGNOLIA";"1";"PZ";"3,69";"3,69";"0";"0";"0";"3,69";"8017596071569";"KOZMETIKA"
"SJENILO ZA OÈI";"017579501";"FIOR DI MAGNOLIA";"1";"PZ";"3,69";"3,69";"0";"0";"0";"3,69";"8017596071576";"KOZMETIKA"
"SJENILO ZA OÈI";"017579501";"FIOR DI MAGNOLIA";"1";"PZ";"3,69";"3,69";"0";"0";"0";"3,69";"8017596071583";"KOZMETIKA"
"SJENILO ZA OÈI";"017579501";"FIOR DI MAGNOLIA";"1";"PZ";"3,69";"3,69";"0";"0";"0";"3,69";"8017596071590";"KOZMETIKA"
"SL.KORN.MINI ŠLAG I ÈOK. 12KOM 225g";"012634701";"DOLCIANDO";"0,225";"KG";"3,29";"14,62";"0";"0";"0";"2,99";"8017596043757";"HRANA"
"SL.KORN.STRACCIATELLA 6KOM 450g";"016662601";"DOLCIANDO";"0,45";"KG";"3,39";"7,53";"0";"0";"0";"3,39";"8017596044389";"HRANA"
"SL.KORN.VANILIJA KAKAO 6KOM 450g";"010623001";"DOLCIANDO";"0,45";"KG";"2,75";"6,11";"0";"0";"0";"2,75";"8017596043245";"HRANA"
"SL.KORN.ŠLAG B.GLUT.LAK. 4KOM 300g";"013853702";"AMO ESSERE SENZA GLUTINE";"0,3";"KG";"3,49";"11,63";"0";"0";"0";"3,49";"8017596075192";"HRANA"
"SL.KORNET TORNADO 4KOM 280g";"900478801";"NO BRAND";"0,28";"KG";"2,45";"8,75";"0";"0";"0";"2,45";"8032891928653";"HRANA"
"SL.KORNET VAN. AMARENA 6 KOM 450g";"010619901";"DOLCIANDO";"0,45";"KG";"2,99";"6,64";"0";"0";"0";"2,99";"8017596043290";"HRANA"
"SL.KORNET VANILIJA JAGODA 6KOM 420g";"900275701";"NO BRAND";"0,42";"KG";"2,79";"6,64";"0";"0";"0";"2,79";"8032891928646";"HRANA"
"SL.KORNET VANILIJA JAGODA 6KOM 420g";"900275701";"NO BRAND";"0,42";"KG";"2,79";"6,64";"0";"0";"0";"2,79";"8032891929360";"HRANA"
"SL.OD SOJE KORNET 4KOM 300g";"014383101";"AMO ESSERE VEG";"0,3";"KG";"2,99";"9,97";"0";"0";"0";"2,69";"8017596044105";"HRANA"
"SL.OD SOJE KORNET 4KOM 300g";"014383101";"AMO ESSERE VEG";"0,3";"KG";"2,99";"9,97";"0";"0";"0";"2,69";"8017596044655";"HRANA"
"SL.SANDW MAXI ÈOKO.STRA.4KOM 400g";"013885201";"DOLCIANDO";"0,4";"KG";"3,69";"9,23";"0";"0";"0";"3,29";"8005840095034";"HRANA"
"SL.SANDW MAXI ÈOKO.STRA.4KOM 400g";"013885201";"DOLCIANDO";"0,4";"KG";"3,69";"9,23";"0";"0";"0";"3,29";"8017596044129";"HRANA"
"SL.SANDW. OKRUG. BISCOC.6KOM 288g";"013864401";"DOLCIANDO";"0,288";"KG";"2,99";"10,38";"0";"0";"0";"2,69";"8004362002490";"HRANA"
"SL.SANDW. OKRUG. BISCOC.6KOM 288g";"013864401";"DOLCIANDO";"0,288";"KG";"2,99";"10,38";"0";"0";"0";"2,69";"8017596044112";"HRANA"
"SL.SANDW.DVA OKUSA 8KOM 720g";"008059201";"DOLCIANDO";"0,72";"KG";"4,39";"6,1";"0";"0";"0";"4,39";"8017596002471";"HRANA"
"SL.SANDW.SLAD.BEZ.GL.LAK 6KOM 300g";"013853701";"AMO ESSERE SENZA GLUTINE";"0,3";"KG";"3,49";"11,63";"0";"0";"0";"3,49";"8017596075185";"HRANA"
"SL.SANDW.TRI OKUSA 6KOM 480g";"014395601";"DOLCIANDO";"0,48";"KG";"3,39";"7,06";"0";"0";"0";"3,39";"8017596043771";"HRANA"
"SL.SANDWICH VANILIJA 12 KOM 570g";"008059001";"DOLCIANDO";"0,57";"KG";"3,59";"6,3";"0";"0";"0";"3,59";"8017596002464";"HRANA"
"SL.Š.MIN.VAN.PREL.ÈOK I BAD.8K 328g";"010964901";"DOLCIANDO";"0,328";"KG";"3,99";"12,16";"0";"0";"0";"3,29";"8017596043320";"HRANA"
"SL.ŠTAP. S ÈOK. PRELJEVOM 6KOM 330g";"017799901";"DOLCIANDO";"0,33";"KG";"2,59";"7,85";"0";"0";"0";"2,25";"8017596044143";"HRANA"
"SL.ŠTAP.AMARENA CROCCHINI 6KOM 420g";"007314801";"DOLCIANDO";"0,42";"KG";"3,19";"7,6";"2,49";"5,93";"3,19";"3,19";"8002172001474";"HRANA"
"SL.ŠTAP.AMARENA CROCCHINI 6KOM 420g";"007314801";"DOLCIANDO";"0,42";"KG";"3,19";"7,6";"2,49";"5,93";"3,19";"3,19";"8017596002495";"HRANA"
"SL.ŠTAP.B.B.VAN.ÈOK.PRELJ.3KOM 240g";"010319901";"DOLCIANDO";"0,24";"KG";"2,35";"9,79";"0";"0";"0";"2,25";"8017596043078";"HRANA"
"SL.ŠTAP.B.C.BI.ÈOK.S BAD.3KOM 255g";"013857501";"DOLCIANDO";"0,255";"KG";"2,69";"10,55";"0";"0";"0";"2,25";"8017596075253";"HRANA"
"SL.ŠTAP.B.C.VAN.ÈOK.S BAD.3KOM 255g";"010629001";"DOLCIANDO";"0,255";"KG";"2,69";"10,55";"0";"0";"0";"2,25";"8017596043191";"HRANA"
"SL.ŠTAP.VANILIJA JAGODA 6KOM 300g";"014345001";"DOLCIANDO";"0,3";"KG";"1,99";"6,63";"0";"0";"0";"1,99";"8017596044068";"HRANA"
"SL.ŠTAPIÆ MINI VIŠE VRSTA 8KOM 285g";"010635701";"DOLCIANDO";"0,285";"KG";"3,99";"14";"0";"0";"0";"3,59";"8017596002501";"HRANA"
"SL.ŠTAPIÆ OKR. KOKOS 4kom 202g";"017636801";"DOLCIANDO";"0,202";"KG";"2,69";"13,32";"0";"0";"0";"2,69";"8017596044495";"HRANA"
"SLAD. OD SOJE TIRAMI.BEZ.GLU 250g";"016179101";"AMO ESSERE VEG";"0,25";"KG";"2,19";"8,76";"0";"0";"0";"2,25";"8017596044075";"HRANA"
"SLAD. OD SOJE TIRAMI.BEZ.GLU 250g";"016179101";"AMO ESSERE VEG";"0,25";"KG";"2,19";"8,76";"0";"0";"0";"2,25";"8017596044624";"HRANA"
