NAZIV,ŠIFRA,NETO_KOLIÈINA,JEDINICA_MJERE,MARKA,MALOPRODAJNA_CIJENA,MPC_ZA_VRIJEME_POSEBNOG_OBLIKA_PRODAJE,NAJNIZA_CIJENA_U_POSLJ._30_DANA,CIJENA_ZA_JEDINICU_MJERE,BARKOD,KATEGORIJA_PROIZVODA,Sidrena_cijena_na_02.05.2025
Donat Mg Gazirana mineralna voda,6909239,0.5,"0,5l",,1.39,,,2.78,3838600253345,Piæe,"1,39"
Sv. punj. jastuèiæi kupus i gljive,5508982,0.4,400g,Kuljanka,1.79,,,4.48,20149055,Hrana,"1,79"
Sv. punj. jastuèiæi kupus i gljive,5508982,0.4,400g,Kuljanka,1.79,,,4.48,4056489119807,Hrana,"1,79"
Punjena mlijeèna èok. RFA SK2,5510305,0.1,100g,Fin Carré,1.29,,,12.9,20902469,Hrana,"1,19"
Voæni jogurt s mueslima SK5,5510756,0.215,215g,Pilos,1.59,,,7.4,4056489180975,Hrana,"1,49"
Adventski kalendar,5512510,0.075,75g,Favorina,1.15,,,15.33,5900847005785,Hrana,"1,15"
Aranžmani SK3,6908586,1.25,1komad,,24.99,,,24.99,3858889014970,Proizvodi za kuæanstvo,"24,99"
Hippis Bio Smoothie Pouch,6908597,0.12,120g,,1.39,,,11.58,4062300325050,Hrana,"1,39"
Boom Box Zobeni Smoothie jab. jag.,6908612,0.2,200g,,1.89,,,9.45,3856027801338,Hrana,"1,69"
PERFA Jaja podni uzgoj razred M,6908671,0.87,15komad,,2.25,,,0.15,3859889056861,Hrana,"2,25"
Ira Buket Dalija/Ruža SK2,6908704,0.09,1komad,,4.99,,,4.99,3856023043725,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Ira Cvijet ruža 49cm SK2,6908729,0.02,1komad,,1.49,,,1.49,3856023044487,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Ira Buket Krizantema/Gerber SK2,6908752,0.04,1komad,,2.99,,,2.99,3856023043275,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
L'Angelica Tekuæi sapun Refill SK1,6908763,1,1000ml,,3.49,,,3.49,8017331077030,Kozmetika,"3,49"
Finish Tablete Ultimate Plus Lemon,6908840,0.5,36komad,,11.99,,,0.33,5908252010974,Sredstva za èišæenje,"11,99"
Vranac,6908846,3,3l,,4.49,,,1.5,3859894110381,Piæe,"4,99"
Vanish gel za odstr. mrlja white,6908856,3.09,3l,,8.49,,,2.83,5997321748238,Sredstva za èišæenje,"8,49"
Kraš Selection Èokolada Griotte,6908890,0.135,135g,,3.29,,,24.37,3850102013494,Hrana,"2,59"
"Tekuæi jogurt Proviact 1,0%",6908893,0.18,180g,Pilos,0.35,,,1.94,4056489926573,Hrana,"0,35"
Rama Margarin SK1,6908911,0.4,400g,,2.19,,,5.48,8719200265097,Hrana,"1,99"
Burger od lososa,0217086,0.2,200g,Ocean Sea,3.79,,,18.95,4335619110908,Hrana,"3,79"
Punjena tjestenina SK13,0217584,0.25,250g,Deluxe,2.49,,,9.96,4056489291282,Hrana,"2,29"
Kotanyi zaèini SK71,0217856,0.038,"33g,35g,36g,48g",,1.85,,,56.06,5901032041182,Hrana,"2,49"
Kotanyi zaèini SK71,0217856,0.038,"33g,35g,36g,48g",,1.85,,,56.06,9001414041130,Hrana,"2,49"
Kotanyi zaèini SK71,0217856,0.038,"33g,35g,36g,48g",,1.85,,,51.39,9001414041185,Hrana,"2,49"
Kotanyi zaèini SK71,0217856,0.038,"33g,35g,36g,48g",,1.85,,,52.86,9001414204245,Hrana,"2,49"
Pjena za èišæenje lica SK1,0217980,0.209,200ml,Cien,2.39,,,11.95,4335619113572,Kozmetika,"2,99"
High protein humus SK1,0218180,0.2,200g,Chef Select,1.05,,,5.25,4335619114036,Hrana,"1,09"
Veganska proteinska kaša SK1,0219168,0.06,60g,Crownfield,1.19,,,19.83,4335619127647,Hrana,"1,19"
Piramida kozjeg krem ??sira SK2,0219555,0.15,150g,Deluxe,1.99,,,13.27,4335619129511,Hrana,"1,99"
"Hrana za pse, perad",0220156,1.25,1250g,Bellosan,1.59,,,1.27,20124038,Proizvodi za kuæanstvo,"1,59"
"Hrana za pse, perad",0220156,1.25,1250g,Bellosan,1.59,,,1.27,4335619134805,Proizvodi za kuæanstvo,"1,59"
Sirevi - specij. zemalja CH/FR SK2,0220701,1,"ca. 180g,ca. 220g,ca. 250g",Meine Käserei,29.99,,,29.99,2896030000000,Hrana,"29,99"
Bitterol Sprizz 5% Vol.,0221329,0.984,"4x0,25l",Bitterol,3.99,,,3.99,4335619149267,Piæe,"3,99"
Sushi majoneza,0221358,0.48,480ml,Vitasia,2.79,,,5.81,4335619149366,Hrana,"2,99"
Liker Karamela 17%,0221686,0.7,0.7l,,8.99,,,12.84,4304493270404,Piæe,Nije_bilo_u_prodaji_02.05.2025
Bomboni SK1,0222206,1.2,1200g,Let's have a party!,6.99,,,5.83,4056489915799,Hrana,Nije_bilo_u_prodaji_02.05.2025
Grana Padano DOP 16M,0222219,0.2,200g,,4.35,,,21.75,8002710400233,Hrana,"4,35"
Kuglice za WC školjku SK1,0222246,0.105,3x35g,W5,2.49,,,23.71,4335619162105,Sredstva za èišæenje,"2,49"
Kuglice za WC školjku SK1,0222246,0.105,3x35g,W5,2.49,,,23.71,4335619162112,Sredstva za èišæenje,"2,49"
Premium liker bijela èokolada 15%,0223398,0.38,0.35l,Deluxe,7.99,,,22.83,4304493270633,Piæe,Nije_bilo_u_prodaji_02.05.2025
Džem jag-mal / jag-van SK1,0223763,0.45,450g,Maribel,1.93,,,4.29,4335619109896,Hrana,"2,89"
Èokoladni slani pereci SK4,0224583,0.14,140g,Alpenfest,2.29,,,16.36,4335619175310,Hrana,"1,99"
Salata od tune SK11,0224802,0.22,220g,Nixe,2.59,,,11.77,4335619175280,Hrana,"2,27"
Sok od naranèe 10%,0225624,2.9,"14x0,2l",Solevita,5.99,,,2.14,4335619194991,Piæe,Nije_bilo_u_prodaji_02.05.2025
BO Croissant Brioche,5902901,0.1,100g,,1.19,,,11.9,20609726,Hrana,"1,19"
Èips od krumpira,5907094,0.15,150g,Snack Day,1.59,,,10.6,4056489050902,Hrana,"1,59"
Bio napitak od soje èokolada,5910877,1.03,1l,Vemondo,1.89,,,1.89,4056489695400,Hrana,"1,69"
Plodovi mora XXL,5911797,1,1kg,Ocean Sea,11.99,,,11.99,4056489831068,Hrana,Nije_bilo_u_prodaji_02.05.2025
Grana Padano 20mj. dozrijevan,6000065,0.2,200g,Deluxe,4.99,,,24.95,20443931,Hrana,"4,19"
Svježe punjena tjestenina SK6,6000209,0.25,250g,Chef Select,1.49,,,5.96,20850531,Hrana,"1,49"
Svježe punjena tjestenina SK6,6000209,0.25,250g,Chef Select,1.49,,,5.96,20969912,Hrana,"1,49"
Crostatine,6000216,0.24,240g,Italiamo,1.79,,,7.46,20623449,Hrana,"1,59"
Carpaccio od hobotnice ,6000244,0.15,150g,Deluxe,4.99,,,33.27,20379018,Hrana,"4,49"
"Napolitanke s kakaom, RFA",6000265,0.175,175g,Sondey,0.99,,,5.66,20046064,Hrana,"0,99"
Povræe za Minestrone juhu,6000412,1,1kg,Italiamo,2.59,,,2.59,20137441,Hrana,"2,49"
Panzerotti s kozic. i rak.,6000660,0.25,250g,Deluxe,1.89,,,7.56,20570248,Hrana,"1,89"
Prosciutto di Parma,6000752,0.09,90g,Deluxe,3.29,,,36.56,20045210,Hrana,"3,19"
Igraèka sa slatkišima,1001202,0.082,82g,Favorina,11.09,,,135.24,4335619259355,Hrana,Nije_bilo_u_prodaji_02.05.2025
Vodica za ispiranje usta XXL SK1,1001797,1,1l,Dentalux,2.19,,,2.19,4335619267367,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Izolat prot. sirutke Clear W. SK1,1001915,0.36,360g,Sportyfeel,16.99,,,47.19,4335619267756,Hrana,Nije_bilo_u_prodaji_02.05.2025
Medenjaci,1002364,0.25,250g,Favorina,3.39,,,13.56,4335619274921,Hrana,Nije_bilo_u_prodaji_02.05.2025
Macarons smjesa SK4,1002494,0.25,250g,Belbake,2.63,,,10.52,20694272,Hrana,Nije_bilo_u_prodaji_02.05.2025
Premium domino kocke SK1,1002515,0.175,175g,Favorina,2.53,,,14.46,4335619278912,Hrana,Nije_bilo_u_prodaji_02.05.2025
Djeèji sprej za sunèanje ZF 50,1002570,0.252,250ml,Cien,6.99,,,27.96,4335619279230,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Poklon pakiranje,1002692,0.07,70g,Favorina,3.59,,,51.29,4335619280021,Hrana,Nije_bilo_u_prodaji_02.05.2025
Lak za nokte SK19,1002964,0.011,11ml,Cien Beauty,0.99,,,0.99,4056489300656,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Lak za nokte SK19,1002964,0.011,11ml,Cien Beauty,0.99,,,0.99,4335619149083,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Lak za nokte SK19,1002964,0.011,11ml,Cien Beauty,0.99,,,0.99,4335619149090,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Lak za nokte SK19,1002964,0.011,11ml,Cien Beauty,0.99,,,0.99,4335619149120,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Mirisna svijeæa u èaši,1003560,0.411,411g,Livarno,5.99,,,5.99,4335619288843,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Dressing za salatu SK5,1004043,0.315,300ml,MCENNEDY,1.69,,,5.63,20148676,Hrana,Nije_bilo_u_prodaji_02.05.2025
Dressing za salatu SK5,1004043,0.315,300ml,MCENNEDY,1.69,,,5.63,20148690,Hrana,Nije_bilo_u_prodaji_02.05.2025
Dressing za salatu SK5,1004043,0.315,300ml,MCENNEDY,1.69,,,5.63,20816599,Hrana,Nije_bilo_u_prodaji_02.05.2025
Dressing za salatu SK5,1004043,0.315,300ml,MCENNEDY,1.69,,,5.63,20816605,Hrana,Nije_bilo_u_prodaji_02.05.2025
Grožðice u mlijeènoj èokoladi,1004234,0.1,100g,Mister Choc,1.49,,,14.9,4335619294318,Hrana,Nije_bilo_u_prodaji_02.05.2025
Veganski namaz SK3,1004327,0.175,175g,Vemondo,2.19,,,12.51,4335619294585,Hrana,Nije_bilo_u_prodaji_02.05.2025
Napolitanke sa èokoladnim preljevom,1004650,0.15,150g,Sondey,2.19,,,14.6,4335619295612,Hrana,Nije_bilo_u_prodaji_02.05.2025
Kroasan s maslacem,1005043,0.38,380g,Deluxe,3.23,,,8.5,4335619302457,Hrana,Nije_bilo_u_prodaji_02.05.2025
Hrana za maèke,1008904,0.112,24x16g,Coshida,5.69,,,14.82,4335619335271,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Hrana za maèke SK1,1010427,1.6,16x100g,Coshida,5.49,,,3.43,4335619311466,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Muški parfem High End Fragrances,1012881,0.042,50ml,G. Bellini,5.99,,,119.8,4335619216495,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Cheesecake SK2,1013942,0.16,2x80g,Deluxe,3.18,,,19.88,4056489133650,Hrana,Nije_bilo_u_prodaji_02.05.2025
Ekos Medenka kolaè,6909257,0.35,350g,,3.99,,,11.4,3858889619502,Hrana,"3,99"
JGL Djeèja mast 500ml,6909271,0.5,500ml,,10.95,,,21.9,3858891013312,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Pavloviæ Aranžman Ruža,6909327,0.85,1komad,,14.99,,,14.99,3859889398367,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Axe Gel za tuširanje SK1,6909341,0.42,400ml,,3.95,,,9.88,8711600359659,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Rexona Dezodorans SK1,6909358,0.2,200ml,,4.95,,,24.75,8720181334719,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
"Mikado Ananas komadiæi, OM 340g",6909379,0.34,580ml,,1.99,,,5.85,4007415005428,Hrana,Nije_bilo_u_prodaji_02.05.2025
Pavloviæ Aranžman SK2,6909391,1,1komad,,29.99,,,29.99,3859889398381,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Ekos Voæna èarolija kolaè,6909396,0.48,480g,,6.99,,,14.56,3858889619946,Hrana,Nije_bilo_u_prodaji_02.05.2025
Bounty sladoled 6-pack,6909412,0.235,235g,,3.99,,,16.98,5000159483063,Hrana,Nije_bilo_u_prodaji_02.05.2025
"Mlada prasetina, cca. 2,5kg",6909460,1,"cca. 2,5kg",,3.99,,,3.99,2846855000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
Križevaèka mljekara Trajno mlijeko,6909475,1,1l,,0.55,,,0.55,3859893374418,Hrana,Nije_bilo_u_prodaji_02.05.2025
Delicia Pasta Spaghetti,6909479,0.5,500g,,0.49,,,0.98,6221022225712,Hrana,Nije_bilo_u_prodaji_02.05.2025
Ornel Omekšivaè za rublje Blue 116,6909496,4,4l,,4.49,,,4.49,3850105190499,Sredstva za èišæenje,Nije_bilo_u_prodaji_02.05.2025
Nestlé Nescafe 2u1/3u1,0005074,0.137,"80g, 140g, 155g",,2.99,,,19.29,5998710967650,Piæe,"2,99"
Nestlé Nescafe 2u1/3u1,0005074,0.137,"80g, 140g, 155g",,2.99,,,19.29,7613032921125,Piæe,"2,99"
Nestlé Nescafe 2u1/3u1,0005074,0.137,"80g, 140g, 155g",,2.99,,,21.36,7613033866357,Piæe,"2,99"
Nestlé Nescafe 2u1/3u1,0005074,0.137,"80g, 140g, 155g",,2.99,,,21.36,7613034025333,Piæe,"2,99"
Nestlé Nescafe 2u1/3u1,0005074,0.137,"80g, 140g, 155g",,2.99,,,21.36,8445290099785,Piæe,"2,99"
Nestlé Nescafe 2u1/3u1,0005074,0.137,"80g, 140g, 155g",,2.99,,,21.36,8445290749413,Piæe,"2,99"
"Minas mljevena kava, 500g",0005082,0.5,500g,-,6.79,,,13.58,20331337,Piæe,"5,99"
"Minas mljevena kava, 500g",0005082,0.5,500g,-,6.79,,,13.58,3858886802273,Piæe,"5,99"
"BO Kruh s krumpirom, 400g",0005083,0.4,400g,,1.15,,,2.88,3858881509986,Hrana,"1,15"
Svježi namaz patlidž./paprika SK1,6200602,0.25,250g,Eridanous,1.49,,,5.96,20256470,Hrana,"1,49"
Pužiæi sa sirom i maslinama,6200724,0.48,4x120g,Eridanous,1.99,,,4.15,20616649,Hrana,"1,91"
Grèki feta sir,6200776,0.2,200g,Milbona,3.29,,,16.45,4056489772637,Hrana,"3,29"
Pita sa sirom,6202271,1,1000g,Chef Select,5.29,,,5.29,20654054,Hrana,"5,29"
Kremasti grèki jogurt SK1,6202953,1,1kg,Eridanous,2.95,,,2.95,20211189,Hrana,"3,19"
High protein jogurt SK3,6205528,0.34,2x170g,Milbona,1.99,,,5.85,4056489382720,Hrana,"1,59"
Jastuèiæi sa sirom XXL,6205827,1.2,1200g,Chef Select,3.89,,,3.24,20413873,Hrana,"3,89"
Dimljena tuna SK3,6208134,0.16,160g,Eridanous,1.99,,,12.44,20616397,Hrana,"1,99"
"Dalmatinska panceta, narezak",0004871,0.1,100g,Okusi zavièaja,2.25,,,22.5,4056489926474,Hrana,"2,25"
Knorr Umaci SK1,0004901,0.336,750ml,,1.49,,,0.5,4038700117007,Hrana,"1,49"
Knorr Umaci SK1,0004901,0.336,750ml,,1.49,,,0.75,8714100790298,Hrana,"1,49"
Coca Cola 2x2l,0004915,4.16,2x2l,Coca-Cola,3.99,,,1,5449000059338,Piæe,"3,99"
Premium pivo 5%,0004920,0.503,"0,5l",Argus,0.89,,,1.78,4304493257177,Piæe,"0,72"
Losion za sunèanje sensitive ZF50,0025002,0.15,150ml,Cien Sun,4.99,,,33.27,4335619130463,Kozmetika,"4,99"
Uskršnje èokoladne figure SK3,0025220,0.1,100g,Favorina,1.79,,,17.9,20043025,Hrana,"1,79"
Proteinski hrskavi müsli SK44,0025231,0.5,500g,Crownfield,5.99,,,11.98,4056489030317,Hrana,"5,99"
Francuski Camembert,0025288,0.25,250g,Milbona,2.99,,,11.96,3228021170039,Hrana,"2,99"
Krpe za kupaonicu/posuðe SK5,0025297,0.048,4komad,W5,1.59,,,0.4,20044961,Proizvodi za kuæanstvo,"1,59"
Potpuna hrana za pse SK21,0025323,1.24,1240g,Orlando,1.89,,,1.52,20088828,Proizvodi za kuæanstvo,"1,89"
Potpuna hrana za pse SK21,0025323,1.24,1240g,Orlando,1.89,,,1.52,20258887,Proizvodi za kuæanstvo,"1,89"
Potpuna hrana za pse SK21,0025323,1.24,1240g,Orlando,1.89,,,1.52,20258894,Proizvodi za kuæanstvo,"1,89"
Kremasti sapun SK4,0025359,0.15,150g,Cien,0.79,,,5.27,4056489997641,Kozmetika,"0,79"
Pizza-Mozzarella,0025490,0.4,400g,Milbona,,2.49,3.19,6.23,4056489027539,Hrana,"3,19"
Hippis BIO pouch jabuka/jagoda/bana,6905082,0.1,100g,,1.35,,,13.5,4062300278547,Hrana,"1,35"
"Svježa pileæa krila, cca. 500g",6905089,1,ca. 500g,Naša mesnica,,2.89,4.19,2.89,2868620000000,Hrana,"4,19"
Cockta Original,6905155,3,"2x1,5l",,2.99,,,1,3838471042727,Piæe,"2,79"
Cockta Original,6905155,3,"2x1,5l",,2.99,,,1,3838471058551,Piæe,"2,79"
Podravka Svatovska juha,6905161,0.058,58g,,1.19,,,20.52,3850104004964,Hrana,"1,39"
Meri Merino det. Col. 75pranj.,6905163,4.613,"4,5l",,5.99,,,0.08,3580111105739,Sredstva za èišæenje,"5,69"
Fuži,6905189,0.4,400g,Okusi zavièaja,1.99,,,4.98,4056489075288,Hrana,"1,99"
Shake Miris za auto SK3,6905246,0.06,1komad,,2.99,,,2.99,3858892141885,Proizvodi za kuæanstvo,"2,99"
Shake Miris za auto SK3,6905246,0.06,1komad,,2.99,,,2.99,3859890779063,Proizvodi za kuæanstvo,"2,99"
Meri Merino Tekuæi deterdžent Color,6905282,2.7,"2,7l",,7.45,,,0.17,3850111105791,Sredstva za èišæenje,"7,19"
"File otkoštenog zabatka, cca. 500g",6905305,1,ca. 500g,Naša mesnica,6.99,,,6.99,2868825000000,Hrana,"6,99"
"File otkoštenog zabatka, cca. 500g",6905308,1,ca. 500g,Naša mesnica,6.99,,,6.99,2868830000000,Hrana,"6,99"
Peèenica narezak,6905317,0.1,100g,Pikok Pure,2.29,,,22.9,4056489075264,Hrana,"2,29"
Panirani pileæi medaljoni,6905335,0.32,320g,Gourmet,3.39,,,10.59,4056489316848,Hrana,"2,99"
"Pommes Frites, 3,5kg XXL",0051008,3.5,"3,5kg",Harvest Basket,4.89,,,1.4,4056489456414,Hrana,"4,89"
Razlièiti deserti SK15,0092516,0.475,450g,Deluxe,3.79,,,8.42,4056489193173,Hrana,"3,49"
Razlièiti deserti SK15,0092516,0.475,450g,Deluxe,3.79,,,7.58,4056489526230,Hrana,"3,49"
Instant nudli Teriaki,0009452,0.13,130g,,2.59,,,19.92,8585002443304,Piæe,Nije_bilo_u_prodaji_02.05.2025
Old Spice Gel za tuširanje,0009584,0.421,400ml,,3.85,,,9.63,8700216994293,Kozmetika,"3,85"
"Coca-Cola Regular, 1,5l",0009641,1.56,"1,5l",,1.69,,,1.13,5449000000439,Piæe,Nije_bilo_u_prodaji_02.05.2025
Schweppes Pink Tonic Style Bahrsi,0009661,1.04,1l,,1.59,,,1.59,5449000307347,Piæe,Nije_bilo_u_prodaji_02.05.2025
Milka Choco Dessert Jaffa Jelly nar,0009677,0.147,147g,,1.59,,,10.82,7622300479138,Hrana,"1,39"
Premium sladoled desert SK2,6600767,0.4,540ml,Deluxe,5.29,,,9.8,20502546,Hrana,"5,29"
Premium sladoled desert SK2,6600767,0.4,540ml,Deluxe,5.29,,,9.8,20502553,Hrana,"5,29"
Božiæni vjenèiæi s maslacem SK1,6601407,0.3,300g,Favorina,2.39,,,7.97,20380304,Hrana,"3,29"
Amerièki sladoled SK16,6601570,0.43,"485ml,500ml",Gelatelli,3.89,,,8.02,20396183,Hrana,"3,99"
Svježi krem sir SK10,6601662,0.15,150g,Deluxe,1.79,,,11.93,4335619043466,Hrana,"1,79"
Svježi krem sir SK10,6601662,0.15,150g,Deluxe,1.79,,,11.93,4335619043473,Hrana,"1,79"
Punjeni Brie sir SK1,6601720,0.18,180g,Deluxe,2.39,,,13.28,20292232,Hrana,"2,79"
Žele bomboni SK1,6603918,0.2,200g,Sweet Corner,1.19,,,5.95,20714703,Hrana,"1,79"
Gouda,6605092,0.22,220g,Deluxe,3.99,,,18.14,20977641,Hrana,"3,99"
Keksi sa sirom SK2,6608218,0.075,75g,Deluxe,1.15,,,15.33,4056489341628,Hrana,"1,25"
Veganski sir u listiæima SK1,6612647,0.15,150g,Vemondo,1.69,,,11.27,4056489978107,Hrana,"1,99"
Povrtni wrap SK7,6612810,0.37,370g,Vemondo,1.39,,,3.76,4056489476665,Hrana,"1,79"
Salama s mesom divljaèi SK2,6700101,0.4,400g,Deluxe,3.89,,,9.73,20535636,Hrana,"4,89"
Gulaš SK6,6700114,0.4,400g,Pikok,1.99,,,4.98,20470562,Hrana,"1,99"
Franck Cappuccino SK2,6902087,0.143,"112g,144g,160g",,2.59,,,17.99,3858881088344,Piæe,"2,95"
Kraš Lilly Vanilin keksi,6902158,0.22,220g,,1.79,,,8.14,3870450001691,Hrana,"1,79"
Kraš Životinjsko carstvo èokolada,6902162,0.015,15g,,0.69,,,0.69,3850102508044,Hrana,"0,69"
Kraš Bajadera,6902164,0.2,200g,,7.99,,,39.95,3850102230044,Hrana,"7,99"
Aperol Bitter 11%,6902182,0.76,"0,7l",,18.99,,,27.13,8002230000302,Piæe,"17,89"
BO Craft kruh sa sjemenkama sunc.,6909521,0.41,410g,,1.19,,,2.9,3859893136290,Hrana,Nije_bilo_u_prodaji_02.05.2025
Ira Buket Dalila/Ruža SK1,6909527,0.125,1komad,,5.99,,,5.99,3856023052406,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Buket Božur SK1,6909540,0.04,1komad,,2.99,,,2.99,3856023043169,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Ira Grana Dekorativna 62 cm SK1,6909551,0.043,1komad,,2.99,,,2.99,3856023052796,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
PIK Panceta,6909636,1,ca. 350g,,16.99,,,16.99,2123738000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
Pivac Okrajci hamburger slanine,6909668,1,cca. 800g,,3.99,,,3.99,2846919000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
"Svježa grdobina, oèišæena, cca.500g",6909671,1,cca. 500g,Naša ribarnica,13.99,,,13.99,2846546000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
"Svježa grdobina, oèišæena, cca.500g",6909671,1,cca. 500g,Naša ribarnica,13.99,,,13.99,2846549000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
Svinjski but b.k. komad,6909726,1,"cca. 7,5 kg",Naša mesnica,2.99,,,2.99,2846585000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
"Èvrsto masno tkivo, cca. 5kg",6909755,1,cca. 5kg,-,2.29,,,2.29,2846677000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
"Èvrsto masno tkivo, cca. 5kg",6909755,1,cca. 5kg,-,2.29,,,2.29,2849220000000,Hrana,Nije_bilo_u_prodaji_02.05.2025
Seitan marinirani,6909756,0.2,200g,,2.99,,,14.95,3859894407214,Hrana,Nije_bilo_u_prodaji_02.05.2025
Lungo XXL,0226128,0.312,3x104g,Bellarom,10.99,,,35.22,4335619196186,Piæe,Nije_bilo_u_prodaji_02.05.2025
Tart SK1,0226412,0.253,"250g,255g",Deluxe,2.69,,,10.55,4335619197732,Hrana,"2,89"
Dubai èokolada,0226735,0.122,122g,J.D. Gross,3.99,,,32.7,4335619201859,Hrana,"3,99"
Jastuèiæi punj. noug. / vanil. SK86,0227382,0.5,500g,Crownfield,2.65,,,5.3,4056489833499,Hrana,"2,49"
Èokoladni jastuèiæi,0227440,0.5,500g,Crownfield,3.49,,,6.98,4335619207684,Hrana,Nije_bilo_u_prodaji_02.05.2025
"Pivo 4,9% Vol.",0227476,0.503,"0,5l",Perlenbacher,0.79,,,1.58,4304493268432,Piæe,"0,99"
WC osvježivaè SK3,0227480,0.144,3x48g,W5,2.09,,,14.51,4335619207783,Sredstva za èišæenje,Nije_bilo_u_prodaji_02.05.2025
Hrana za maèke SK1,0227703,0.4,400g,Coshida Pure Taste,1.29,,,3.23,4335619165632,Proizvodi za kuæanstvo,Nije_bilo_u_prodaji_02.05.2025
Mješavina vafla ili keksa XXL SK2,0227734,0.495,"550g,440g",Sondey,3.29,,,7.48,20420918,Hrana,Nije_bilo_u_prodaji_02.05.2025
Beauty's Choice Azelain Serum,0228325,0.031,30ml,Cien,4.99,,,166.33,4335619217300,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Pro Beauty Skin Piling za èišæenje,0228334,0.125,125ml,Cien,3.19,,,25.52,4335619217393,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
GGN/MSC Premium Sushi SK20,0228627,0.178,"168g,178,5g,185g",select & go,4.99,,,27.96,4056489250173,Hrana,"3,79"
GGN/MSC Premium Sushi SK20,0228627,0.178,"168g,178,5g,185g",select & go,4.99,,,26.97,4335619221642,Hrana,"3,79"
Aperitiv sa šljokicama 15%,0228745,0.689,0.700l,Deluxe,4.79,,,6.84,4304493271470,Piæe,"3,06"
Deterdžent Spa Moments SK1,0228999,0.75,750ml,Formil,2.39,,,3.19,4335619226432,Sredstva za èišæenje,Nije_bilo_u_prodaji_02.05.2025
Antipasti namaz SK8,0229358,0.15,150g,Deluxe,2.79,,,18.6,4335619207745,Hrana,"2,46"
Mlijeèna krema,0229981,0.4,400g,Alpenfest,2.79,,,6.98,4335619239586,Hrana,Nije_bilo_u_prodaji_02.05.2025
Mlijeène èokoladne figurice,0117122,0.1,100g,Favorina,1.79,,,17.9,20758448,Hrana,"1,79"
Mini uskršnje èokoladne figurice,0117128,0.05,50g,Favorina,0.79,,,15.8,20758530,Hrana,"0,79"
Mini božiæne figure s èokoladom SK3,0117276,0.125,125g,Favorina,2.39,,,19.12,20167264,Hrana,"1,99"
Premium bademi SK2,0117329,0.2,200g,Favorina,2.89,,,14.45,20702571,Hrana,"2,99"
Sir Brie XXL,0117425,0.25,250g,Milbona,2.59,,,10.36,4056489928591,Hrana,"2,25"
Desertni specijaliteti SK5,0117872,0.45,450g,Italiamo,3.59,,,7.98,20724474,Hrana,"3,49"
Cvjetaèa,0082876,0.914,1komad,,1.79,,,1.79,,Hrana,"1,99"
Pašteta SK2,6708129,0.2,200g,Deluxe,4.49,,,22.45,,Hrana,"4,49"
Komoraè,0082690,1,1kg,,1.99,,,1.99,,Hrana,"1,99"
Mrkva rinfuza,0082755,1,1kg,,0.79,,,0.79,,Hrana,"0,79"
Jabuka crvena Crimson snow,0080206,1,1kg,,1.99,,,1.99,,Hrana,"1,99"
Schauma Šampon trava,0009296,0.416,400ml,,2.95,,,7.38,,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
"Jaja, M razred, 30kom",6401105,1.59,30 komada,,5.69,,,0.19,,Hrana,Nije_bilo_u_prodaji_02.05.2025
Luk crveni rinfuza,0083325,1,1kg,,0.84,,,0.84,,Hrana,"0,84"
Grožðe crno bez koštica,0080455,1,1kg,,3.99,,,3.99,,Hrana,"3,99"
Pepsi Max Limeta,0009269,2,2l,Pepsi,1.85,,,0.93,,Piæe,"1,85"
Rajèica grapolo,0082466,1,1kg,,2.69,,,2.69,,Hrana,"2,49"
