NAZIV,SIFRA,MARKA,NETO_KOLICINA,JED_MJERE,MPC,CIJENA_PO_MJERI,POSEBNA_PRODAJA,NAJNIZA_30_DANA,SIDRENA_02_05,BARKOD,KATEGORIJA
"4/1 POLLY-FLEX SPUŽV.KRPA 3+1",257915,"REKORD","83 G","KG",2.09,25.18,,2.09,2.09,3858882684408,"sredstva za čišćenje"
"3/1 POLLY-FLEX ABR.SPUŽVA PLUS",257928,"REKORD","33 G","KG",1.39,42.12,,1.39,1.39,3859888122314,"sredstva za čišćenje"
"3/1 TRENDY ABRAZ. SPUŽVA",257919,"REKORD","36 G","KG",1.81,50.28,,1.81,1.78,3858882682725,"sredstva za čišćenje"
"5/1 POLLY-FLEX SPUŽVASTA KRPA",257917,"REKORD","92 G","KG",2.81,30.54,,2.81,2.81,3859888122444,"sredstva za čišćenje"
"3/1 POLLY-FLEX SPUŽVASTA KRPA",257918,"REKORD","63 G","KG",2,31.75,,2,2,3859888122154,"sredstva za čišćenje"
"5/1 POLLY-FLEX SPUŽV.KRPA 4+1",257920,"REKORD","59 G","KG",2.09,35.42,,2.09,1.9,3858882680349,"sredstva za čišćenje"
"3/1 REKORD ABRZ.SPUŽVA STAND",257922,"REKORD","30 G","KG",.76,25.33,,.76,.76,3859888122260,"sredstva za čišćenje"
"10/1 TRENDY ABRAZ.SPUŽVA",257923,"REKORD","78 G","KG",2.29,29.36,,2.29,2.29,3859888122789,"sredstva za čišćenje"
"1/1 REKORD SPUŽVA ČIST.KUPAON",257925,"REKORD","18 G","KG",1.19,66.11,,1.19,1.19,3858882683449,"sredstva za čišćenje"
"2/1 EXP.CLEAN SPUŽVA ODST.MRLJA",257916,"REKORD","5 G","KG",1.69,338,,1.69,1.69,3859888122208,"sredstva za čišćenje"
"10/1 ARO SPUŽVICA ZA SUĐE ABRA",176728,"ARO","46 G","KG",.85,18.48,,.85,.85,4337182030980,"sredstva za čišćenje"
"20/1 ARO SPUŽVICA ZA SUĐE ANAT",232770,"ARO","175 G","KG",4.48,25.6,,4.48,4.48,4337182030805,"sredstva za čišćenje"
"10/1 MPRO SPUŽ ZA SUĐE JUMB",232773,"METRO PROFESSIONAL","152 G","KG",2.03,13.36,,2.03,2.24,4337182031062,"sredstva za čišćenje"
"10/1*3 ARO SPUŽVASTA KRPA 18X2",232780,"ARO","790 G","KG",7.5,9.49,,7.5,7.5,4337182030966,"sredstva za čišćenje"
"10/1*3 ARO SPUŽVASTA KRPA 18X2",260143,"ARO","7900 G","KG",75,9.49,,75,75,4337182030973,"sredstva za čišćenje"
"6/1 ARO INOX SPIRALA ZA RIBANJ",232781,"ARO","120 G","KG",1.06,8.83,,1.06,1.18,4337182152392,"sredstva za čišćenje"
"10/1 MPRO METALNA SPIRALA",232788,"METRO PROFESSIONAL","300 G","KG",1.99,6.63,,1.99,1.99,4337182031086,"sredstva za čišćenje"
"3/1 ARO SPUŽVIC ZA SUĐE ANAT*4",232789,"ARO","84 G","KG",4.09,48.69,,4.09,4.09,4337182054139,"sredstva za čišćenje"
"3/1 ARO SPUŽVIC ZA SUĐE ANAT*4",262259,"ARO","1008 G","KG",49.05,48.66,,49.05,49.05,4337182031017,"sredstva za čišćenje"
"2/1 REKORD INOX ŽICA",257932,"REKORD","54 G","KG",1.28,23.7,,1.28,1.16,3859888122512,"sredstva za čišćenje"
"3/1 BRAVO INOX ŽICA 2+1 GRATIS",257933,"REKORD","55 G","KG",1.1,20,,1.1,1.1,3858882680165,"sredstva za čišćenje"
"1/1 REKORD INOX JASTUČIĆ",257935,"REKORD","28 G","KG",1.29,46.07,,1.29,1.29,3858882684170,"sredstva za čišćenje"
"1/1 REKORD INOX ŽICA+DRŠKA",257937,"REKORD","48 G","KG",1.55,32.29,,1.55,1.55,3858882683425,"sredstva za čišćenje"
"1/1 DUOCLEAN MIKROV.SPUŽ.KRPA",257939,"REKORD","25 G","KG",1.38,55.2,,1.38,1.38,3858882683883,"sredstva za čišćenje"
"1/1 REKORD ČELIČNA ŽICA GRILL",257941,"REKORD","60 G","KG",1.29,21.5,,1.29,1.18,3859888122185,"sredstva za čišćenje"
"10/1 VILEDA SPUŽVA,HACCP CRVENA",271292,"VILEDA","150 G","KG",14.99,99.93,,14.99,14.99,4003790016042,"sredstva za čišćenje"
"10/1 VILEDA SPUŽVA,HACCP PLAVA",271293,"VILEDA","150 G","KG",14.99,99.93,,14.99,14.99,4003790016035,"sredstva za čišćenje"
"10/1 VILEDA SPUŽVA,HACCP ZELENA",271294,"VILEDA","150 G","KG",14.99,99.93,,14.99,14.99,4003790016066,"sredstva za čišćenje"
"10/1 VILEDA SPUŽVA,HACCP ŽUTA",271295,"VILEDA","150 G","KG",14.99,99.93,,14.99,14.99,4003790016059,"sredstva za čišćenje"
"4/1 VILEDA GLITZI INOX P. ŽICA",271296,"VILEDA","72 G","KG",11.11,154.31,,11.11,11.11,4023103218604,"sredstva za čišćenje"
"900ML JAR DET JABUKA",215480,"JAR",".9 L","L",3.8,4.15,,3.8,3.99,4015400922797,"sredstva za čišćenje"
"900ML JAR DET JABUKA",236286,"JAR","10.8 L","L",45.6,4.15,,45.6,47.85,4015400922780,"sredstva za čišćenje"
"900ML JAR DET KAMILICA",215485,"JAR",".9 L","L",3.8,4.14,,3.8,3.99,4015400997542,"sredstva za čišćenje"
"900ML JAR DET KAMILICA",236287,"JAR","10.8 L","L",45.6,4.14,,45.6,47.85,4015400997535,"sredstva za čišćenje"
"900ML JAR DET LIMUN",215475,"JAR",".9 L","L",3.8,4.15,,3.8,3.99,4015400795193,"sredstva za čišćenje"
"900ML JAR DET LIMUN",236288,"JAR","10.8 L","L",45.6,4.15,,45.6,47.85,4015400795186,"sredstva za čišćenje"
"900ML JAR DET NAR",215482,"JAR",".9 L","L",3.8,4.14,,3.8,3.99,4015400922834,"sredstva za čišćenje"
"900ML JAR DET NAR",236289,"JAR","10.8 L","L",45.6,4.14,,45.6,47.85,4015400922827,"sredstva za čišćenje"
"900ML JAR DET TREE TEA",215486,"JAR",".9 L","L",3.8,4.14,,3.8,3.99,4015400991434,"sredstva za čišćenje"
"900ML JAR DET TREE TEA",236290,"JAR","10.8 L","L",45.6,4.14,,45.6,47.85,4015400991427,"sredstva za čišćenje"
"1350ML JAR DET SUĐE JABUKA",215488,"JAR","1.35 L","L",7.28,5.29,,7.28,6.61,8001090621764,"sredstva za čišćenje"
"1350ML JAR DET SUĐE JABUKA",236291,"JAR","12.15 L","L",57.79,4.67,,57.79,52.54,8001090621757,"sredstva za čišćenje"
"1350ML JAR DET SUĐE KAMILICA",215490,"JAR","1.35 L","L",7.28,5.29,,7.28,6.61,8001090621849,"sredstva za čišćenje"
"1350ML JAR DET SUĐE KAMILICA",236292,"JAR","12.15 L","L",57.79,4.67,,57.79,52.54,8001090621832,"sredstva za čišćenje"
"1350ML JAR DET SUĐE LIMUN",215487,"JAR","1.35 L","L",7.28,5.3,,7.28,6.61,8001090621689,"sredstva za čišćenje"
"1350ML JAR DET SUĐE LIMUN",236293,"JAR","12.15 L","L",57.79,4.67,,57.79,52.54,8001090621672,"sredstva za čišćenje"
"1350ML JAR DET SUĐE NAR",215489,"JAR","1.35 L","L",7.28,5.29,,7.28,6.61,8001090621801,"sredstva za čišćenje"
"1350ML JAR DET SUĐE NAR",236294,"JAR","12.15 L","L",57.79,4.67,,57.79,52.54,8001090621795,"sredstva za čišćenje"
"1350ML JAR DET SUĐE TREETEA",215491,"JAR","1.35 L","L",7.28,5.29,,7.28,6.61,8001090621887,"sredstva za čišćenje"
"1350ML JAR DET SUĐE TREETEA",236295,"JAR","12.15 L","L",57.79,4.67,,57.79,52.54,8001090621870,"sredstva za čišćenje"
"2X900ML JAR DET ZA PR.SUĐA LIM.",226111,"JAR","1.8 L","L",8.3,4.53,,8.3,8.3,8001090198068,"sredstva za čišćenje"
"450ML JAR DET SUĐE JABUKA",230541,"JAR",".45 L","L",2.36,5.14,,2.36,2.36,4015400922599,"sredstva za čišćenje"
"450ML JAR DET SUĐE JABUKA",230542,"JAR","9.45 L","L",44.36,4.6,,44.36,44.36,4015400922582,"sredstva za čišćenje"
"450ML JAR DET SUĐE KAMILICA",230543,"JAR",".45 L","L",2.36,5.14,,2.36,2.36,4015400991274,"sredstva za čišćenje"
"450ML JAR DET SUĐE KAMILICA",230544,"JAR","9.45 L","L",44.36,4.6,,44.36,44.36,4015400991267,"sredstva za čišćenje"
"450ML JAR DET SUĐE LIMUN",230545,"JAR",".45 L","L",2.36,5.14,,2.36,2.36,4015400922407,"sredstva za čišćenje"
"450ML JAR DET SUĐE LIMUN",230546,"JAR","9.45 L","L",44.36,4.6,,44.36,44.36,4015400922391,"sredstva za čišćenje"
"450ML JAR DET SUĐE NAR",230547,"JAR",".45 L","L",2.36,5.14,,2.36,2.36,4015400922674,"sredstva za čišćenje"
"450ML JAR DET SUĐE NAR",230548,"JAR","9.45 L","L",44.36,4.6,,44.36,44.36,4015400922667,"sredstva za čišćenje"
"450ML JAR DET SUĐE TREE TEA",230549,"JAR",".45 L","L",2.36,5.14,,2.36,2.36,4015400991311,"sredstva za čišćenje"
"450ML JAR DET SUĐE TREE TEA",230550,"JAR","9.45 L","L",44.36,4.6,,44.36,44.36,4015400991304,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE LIMUN",234389,"ARO",".5 L","L",1.03,1.87,,1.03,1.03,3858891666495,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE LIMUN",260319,"ARO","6 L","L",12.3,1.86,,12.3,12.3,3856024706780,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE JABUKA",234390,"ARO",".5 L","L",1.03,1.87,,1.03,1.03,3858891666518,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE JABUKA",260320,"ARO","6 L","L",12.3,1.86,,12.3,12.3,3856024706803,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE BALZAM",234391,"ARO",".5 L","L",1.03,1.87,,1.03,1.03,3858891666501,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE BALZAM",260321,"ARO","6 L","L",12.3,1.86,,12.3,12.3,3856024706797,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE LAVANDA",234392,"ARO",".5 L","L",1.03,1.87,,1.03,1.03,3858891666525,"sredstva za čišćenje"
"500ML ARO DET. ZA SUĐE LAVANDA",260322,"ARO","6 L","L",12.3,1.86,,12.3,12.3,3856024706810,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE LIMUN",234393,"ARO","1 L","L",1.13,1.08,,1.13,1.13,3858891666532,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE LIMUN",260312,"ARO","12 L","L",13.5,1.07,,13.5,13.5,3856024706827,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE JABUKA",234394,"ARO","1 L","L",1.13,1.08,,1.13,1.13,3858891666556,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE JABUKA",260313,"ARO","12 L","L",13.5,1.07,,13.5,13.5,3856024706841,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE BALZAM",234395,"ARO","1 L","L",1.13,1.08,,1.13,1.13,3858891666549,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE BALZAM",260314,"ARO","12 L","L",13.5,1.07,,13.5,13.5,3856024706834,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE LAVANDA",234396,"ARO","1 L","L",1.13,1.08,,1.13,1.13,3858891666563,"sredstva za čišćenje"
"1L ARO DET. ZA SUĐE LAVANDA",260315,"ARO","12 L","L",13.5,1.07,,13.5,13.5,3856024706858,"sredstva za čišćenje"
"5L ARO DET. ZA SUĐE LIMUN",234397,"ARO","5 L","L",4.26,.85,,4.26,4.26,3858891666570,"sredstva za čišćenje"
"5L ARO DET. ZA SUĐE JABUKA",234398,"ARO","5 L","L",4.26,.85,,4.26,4.26,3858891666594,"sredstva za čišćenje"
"5L ARO DET. ZA SUĐE BALZAM",234399,"ARO","5 L","L",4.26,.85,,4.26,4.26,3858891666587,"sredstva za čišćenje"
"5L ARO DET. ZA SUĐE LAVANDA",234400,"ARO","5 L","L",4.26,.85,,4.26,4.26,3858891666600,"sredstva za čišćenje"
"450ML LIKVI DET SUĐE UL.FRESH",237775,"LIKVI",".45 L","L",1.15,2.48,,1.15,1.15,3850105170101,"sredstva za čišćenje"
"450ML LIKVI DET SUĐE UL.FRESH",260799,"LIKVI","5.4 L","L",13.35,2.4,,13.35,13.35,3850105170132,"sredstva za čišćenje"
"450ML LIKVI DET SUĐE UL. HYGIE",238220,"LIKVI",".45 L","L",1.15,2.48,,1.15,1.15,3850105170156,"sredstva za čišćenje"
"450ML LIKVI DET SUĐE UL. ORIG",238221,"LIKVI",".45 L","L",1.15,2.48,,1.15,1.15,3850105170231,"sredstva za čišćenje"
"450ML LIKVI DET SUĐE UL. ORIG",238639,"LIKVI","7.2 L","L",18.03,2.43,18.03,18.03,18.03,3850105170248,"sredstva za čišćenje"
"450ML LIKVI DET SUĐE UL. ORIG",247735,"LIKVI","5.4 L","L",14.4,2.59,,14.4,14.4,3850105170262,"sredstva za čišćenje"
"450ML LIKVI DET SUĐE UL. 2IN1 KAM",238222,"LIKVI",".45 L","L",1.15,2.48,,1.15,1.15,3850105170637,"sredstva za čišćenje"
"900ML LIKVI DET SUĐE UL. FRESH",238223,"LIKVI",".9 L","L",2.61,2.82,,2.61,2.61,3850105170286,"sredstva za čišćenje"
"900ML LIKVI DET SUĐE UL. HYG",238224,"LIKVI",".9 L","L",2.61,2.82,,2.61,2.61,3850105170460,"sredstva za čišćenje"
"900ML LIKVI DET SUĐE UL. ORIG.",238225,"LIKVI",".9 L","L",2.61,2.82,,2.61,2.61,3850105170385,"sredstva za čišćenje"
"900ML LIKVI DET SUĐE BALZ 2U1",238226,"LIKVI",".9 L","L",2.61,2.82,,2.61,2.61,3850105170682,"sredstva za čišćenje"
"1.35L LIKVI  DET.ZA SUĐE UL FRESH",238229,"LIKVI","1.35 L","L",3.74,2.69,,3.74,3.74,3850105170330,"sredstva za čišćenje"
"1.35L LIKVI  DET.ZA SUĐE UL HYGIEN",238230,"LIKVI","1.35 L","L",3.74,2.69,,3.74,3.74,3850105170538,"sredstva za čišćenje"
"1.35L LIKVI  DET.ZA SUĐE UL ORIG",238231,"LIKVI","1.35 L","L",3.74,2.69,,3.74,3.74,3850105170415,"sredstva za čišćenje"
"750ML PUR DET. ALOE VERA",243233,"PUR",".75 L","L",4.08,5.31,,4.08,3.9,9000101386745,"sredstva za čišćenje"
"750ML PUR DET. LIMUN",243234,"PUR",".75 L","L",4.08,5.31,,4.08,3.9,9000101386356,"sredstva za čišćenje"
"1200ML PUR DET. ALOE VERA",245080,"PUR","1.2 L","L",5.3,4.31,,5.3,5.3,9000101386080,"sredstva za čišćenje"
"1200ML PUR DET. LIMUN",245081,"PUR","1.2 L","L",5.3,4.31,,5.3,5.3,9000101386295,"sredstva za čišćenje"
"900ML ČARLI DETER.SUĐE CLASSI",249820,"ČARLI",".9 L","L",2.4,2.67,,2.4,2.4,3850111304132,"sredstva za čišćenje"
"900ML ČARLI DETER.SUĐE CLASSI",260408,"ČARLI","8.1 L","L",21.6,2.67,,21.6,21.6,3850111122170,"sredstva za čišćenje"
"900ML ČARLI DETER.ORIG",249822,"ČARLI",".9 L","L",2.4,2.67,,2.4,2.4,3850111304095,"sredstva za čišćenje"
"900ML ČARLI DETER.ORIG",260400,"ČARLI","8.1 L","L",21.6,2.67,,21.6,21.6,3850111122132,"sredstva za čišćenje"
"900ML ČARLI DETER.KAMILICA",249823,"ČARLI",".9 L","L",2.4,2.67,,2.4,2.4,3850111304156,"sredstva za čišćenje"
"900ML ČARLI DETER.KAMILICA",269905,"ČARLI","8.1 L","L",20.95,2.59,,20.95,20.95,3850111122194,"sredstva za čišćenje"
"900ML ČARLI DETER.DIVLJA TREŠNJ",249824,"ČARLI",".9 L","L",2.4,2.67,,2.4,2.4,3850111304101,"sredstva za čišćenje"
"450ML ČARLI DET.SUĐE CLASSIC",251546,"ČARLI",".45 L","L",1.61,3.58,,1.61,1.61,3850111304125,"sredstva za čišćenje"
"450ML ČARLI DET.SUĐE ORIGINAL",251547,"ČARLI",".45 L","L",1.61,3.58,,1.61,1.61,3850111304309,"sredstva za čišćenje"
"450ML ČARLI DET.SUĐE ORIGINAL",269906,"ČARLI","5.4 L","L",16.15,2.99,,16.15,16.15,3850111122347,"sredstva za čišćenje"
"450ML ČARLI DET.SUĐE KAMILICA",251548,"ČARLI",".45 L","L",1.61,3.58,,1.61,1.61,3850111304149,"sredstva za čišćenje"
"450ML ČARLI DET.SUĐE BALSAM",251549,"ČARLI",".45 L","L",1.61,3.58,,1.61,1.61,3850111304163,"sredstva za čišćenje"
"1,35L ČARLI DET.SUĐE CLASSIC",251551,"ČARLI","1.35 L","L",3.46,2.56,,3.46,3.46,3850111304200,"sredstva za čišćenje"
"1,35L ČARLI DET.SUĐE CLASSIC",262260,"ČARLI","12.15 L","L",31.16,2.56,,31.16,31.16,3850111122248,"sredstva za čišćenje"
"1,35L ČARLI DET.SUĐE ORIGINAL",251552,"ČARLI","1.35 L","L",3.46,2.56,,3.46,3.46,3850111304194,"sredstva za čišćenje"
"1,35L ČARLI DET.SUĐE ORIGINAL",262261,"ČARLI","12.15 L","L",31.16,2.56,,31.16,31.16,3850111122231,"sredstva za čišćenje"
"650ML JAR DET SUĐE CITRUS",254733,"JAR",".65 L","L",4.25,6.37,,4.25,4.25,8006540355381,"sredstva za čišćenje"
"500ML MPRO DET. ZA POS.U PJENI",257617,"METRO PROFESSIONAL",".5 L","L",2.53,5.06,,2.53,2.53,3856024706100,"sredstva za čišćenje"
"500ML ECO LINE SUĐE",265584,"",".5 L","L",.83,1.66,,.83,.83,3858893240273,"sredstva za čišćenje"
"1L ECO LINE SUĐE 1L",265585,"","1 L","L",1.18,1.18,,1.18,1.18,3858893240280,"sredstva za čišćenje"
"5L ECO LINE SUĐE",265586,"","5 L","L",4.99,.98,,4.99,4.99,3858893240297,"sredstva za čišćenje"
"450ML LIKVI DETER. BRESK MENT",272064,"LIKVI",".45 L","L",1.15,2.48,,1.15,,3850105189509,"sredstva za čišćenje"
"900ML LIKVI DETER. BRESK MENT",272065,"LIKVI",".9 L","L",2.11,2.28,,2.11,,3850105189530,"sredstva za čišćenje"
"72/1 FINISH QUANT MAX TAB REG",235097,"FINISH","1100 G","KG",22.86,20.78,,22.86,22.86,5908252004904,"sredstva za čišćenje"
"94/1 FINISH ALL IN1 MAX REG",239620,"FINISH","1504 G","KG",17.49,11.63,,17.49,17.49,5997321736280,"sredstva za čišćenje"
"75/1 JAR PLAT.PLUS TAB.LIMUN",258974,"JAR","1343 G","KG",28.88,21.5,,28.88,28.88,8006540751626,"sredstva za čišćenje"
"75/1 JAR PLAT.PLUS TAB.LIMUN",260689,"JAR","4029 G","KG",86.63,21.5,,86.63,86.63,8006540751619,"sredstva za čišćenje"
"90/1 JAR PLAT.ALLIN1 TAB.LIMUN",258975,"JAR","1556 G","KG",28.88,18.56,,28.88,28.88,8006540750469,"sredstva za čišćenje"
"90/1 JAR PLAT.ALLIN1 TAB.LIMUN",260690,"JAR","4668 G","KG",86.63,18.56,,86.63,86.63,8006540750476,"sredstva za čišćenje"
"50/1 JAR PLAT.ALLIN1 TAB.LIMUN",258977,"JAR","865 G","KG",28.48,32.92,,28.48,28.48,8006540750193,"sredstva za čišćenje"
"65/1 JAR PLAT.ALLIN1 TAB.LIMUN",258978,"JAR","1124 G","KG",37.54,33.4,,37.54,37.54,8006540750216,"sredstva za čišćenje"
"67/1 JAR ALLIN1 TAB.LIMUN",258980,"JAR","1083 G","KG",28.48,26.3,,28.48,28.48,8006540749999,"sredstva za čišćenje"
"85/1 JAR ALLIN1 TAB.LIMUN",258981,"JAR","1374 G","KG",37.54,27.32,,37.54,37.54,8006540750063,"sredstva za čišćenje"
"42/1 JAR PLAT.PLUS TAB.LIMUN",258983,"JAR","752 G","KG",29.05,38.63,,29.05,29.05,8006540751237,"sredstva za čišćenje"
"54/1 JAR PLAT.PLUS TAB.BLUE",258985,"JAR","957 G","KG",37.54,39.23,,37.54,37.54,8006540751510,"sredstva za čišćenje"
"5X28/1JAR PLAT.ALLIN1 YELLOW",258987,"JAR","2420 G","KG",56.86,23.5,,56.86,56.86,8006540750285,"sredstva za čišćenje"
"100/1 JAR TAB ALL IN ONE LEMON",262685,"JAR","1617 G","KG",40.31,24.93,,40.31,40.31,8006540750100,"sredstva za čišćenje"
"29/1 JAR PLAT.PLUS TAB.LIMUN",265100,"JAR","519 G","KG",22.46,43.28,,22.46,22.46,8006540751244,"sredstva za čišćenje"
"80/1 FINISH TAB. ULTI AIO REG",267168,"FINISH","1127 G","KG",35.61,31.6,,35.61,31.24,5999109580788,"sredstva za čišćenje"
"100/1 SOMAT ALL IN 1 EXTRA",268013,"SOMAT","1660 G","KG",24.99,15.05,,24.99,24.99,9000101809558,"sredstva za čišćenje"
"65/1SOMAT 5IN1 EXCELLENCE PREM",268014,"SOMAT","1209 G","KG",34.61,28.63,,34.61,34.61,9000101807875,"sredstva za čišćenje"
"42/1SOMAT 5IN1 EXCELLENCE PREM",268015,"SOMAT","781 G","KG",28.74,36.8,,28.74,28.74,9000101809053,"sredstva za čišćenje"
"75/1 SOMAT ALL IN 1 EXTRA",268016,"SOMAT","1245 G","KG",28.74,23.08,,28.74,28.74,9000101809343,"sredstva za čišćenje"
"116/1 JAR TABLETE ALL IN LIMUN",268137,"JAR","1876 G","KG",36.7,19.56,,36.7,36.7,8700216253482,"sredstva za čišćenje"
"60/1 SOMAT 4 IN 1",268427,"SOMAT","1086 G","KG",30.61,28.19,,30.61,30.61,9000101808087,"sredstva za čišćenje"
"50/1 SOMAT 4IN1 EXCELLENCE",268446,"SOMAT","905 G","KG",28.74,31.76,,28.74,28.74,9000101807998,"sredstva za čišćenje"
"2X684 ML SOMAT GEL 76PR",268467,"SOMAT","1.368 L","L",30.61,18.34,,30.61,30.61,9000101819502,"sredstva za čišćenje"
"75/1SOMAT 4IN1 EXCELLENCE",268520,"SOMAT","1425 G","KG",34.61,24.29,,34.61,34.61,9000101808742,"sredstva za čišćenje"
"2X684 ML SOMAT GEL 60PR LEMON",268522,"SOMAT","1.368 L","L",28.74,21.01,,28.74,28.74,9000101819472,"sredstva za čišćenje"
"22/1 LIKVI KAPSULE SUPREME",269235,"LIKVI","339 G","KG",6.04,17.82,,6.04,5.49,3850105187079,"sredstva za čišćenje"
"67/1 LIKVI KAPSULE SUPREME",269238,"LIKVI","1032 G","KG",16.08,15.58,,16.08,14.61,3850105187130,"sredstva za čišćenje"
"184/1 JAR ALL IN ONE TABLETE",269815,"JAR","2975 G","KG",58.74,19.74,,58.74,58.74,8006540750407,"sredstva za čišćenje"
"120/1 FINSIH ULTIMATE LEMON",270975,"FINISH","1690 G","KG",39.99,23.66,,39.99,39.99,5908252010745,"sredstva za čišćenje"
"1.5KG SOMAT SOL",16673,"SOMAT","1500 G","KG",3.6,2.4,,3.6,3.6,9000100147293,"sredstva za čišćenje"
"750ML SOMAT TEK.ZA ISPIRANJE",16674,"SOMAT",".75 L","L",6.38,8.51,,6.38,6.38,9000100344098,"sredstva za čišćenje"
"250ML SOMAT ČISTILO PERILICE",81481,"SOMAT",".25 L","L",6.38,25.52,,6.38,6.38,90003714,"sredstva za čišćenje"
"800ML FINISH SJAJILO",149345,"FINISH",".8 L","L",5.95,7.44,,5.95,5.95,5999109581914,"sredstva za čišćenje"
"17G SOMAT OSVJEŽ.DEO PERLS LIM",214637,"SOMAT","17 G","KG",6.38,375.29,,6.38,6.38,9000101000436,"sredstva za čišćenje"
"4KG FINISH SOL",215883,"FINISH","4000 G","KG",4.99,1.25,,4.99,5.86,8594002687397,"sredstva za čišćenje"
"1,5KG FINISH SOL",222178,"FINISH","1500 G","KG",3.24,2.16,,3.24,3.24,8594002682736,"sredstva za čišćenje"
"60G SOMAT ČIS PERIL MAG POU 3P",229393,"SOMAT","60 G","KG",6.38,106.33,,6.38,6.38,9000100999786,"sredstva za čišćenje"
"800ML FINISH SJAJILO LIMUN",235110,"FINISH",".8 L","L",4.99,6.24,,4.99,4.99,8592326010419,"sredstva za čišćenje"
"450ML LIKVI CRYSTAL SHINE",248616,"LIKVI",".45 L","L",2.5,5.29,,2.5,2.5,3850105175397,"sredstva za čišćenje"
"2KG SOLAT TABL.SOL ZA PER.",267167,"SOLAT","2000 G","KG",1.78,.89,,1.78,1.61,3870009000113,"sredstva za čišćenje"
"1KG ARO SOL ZA PERILICU POS.",267464,"ARO","1000 G","KG",.69,.69,,.69,.69,3856024709774,"sredstva za čišćenje"
"150G GLADE OSVJEŽIVAČ LAV&LJUB",17081,"GLADE","150 G","KG",2.5,16.67,,2.5,2.61,5000204306910,"sredstva za čišćenje"
"150G GLADE OSVJEŽIVAČ ĐURĐICA",17083,"GLADE","150 G","KG",2.5,16.67,,2.5,2.61,5000204306972,"sredstva za čišćenje"
"300ML GLADE SPREJ OSVJ VANILIA",218712,"GLADE",".3 L","L",3.54,10.41,,3.54,3.54,3858895411053,"sredstva za čišćenje"
"300ML GLADE SPREJ OSVJ REL ZEN",17087,"GLADE",".3 L","L",3.54,11.8,,3.54,3.54,3858895411046,"sredstva za čišćenje"
"400ML BIS OSVJEŽ.ZRAK FLOR",193724,"BIS",".4 L","L",3.95,11.79,,3.95,3.95,3850105150202,"sredstva za čišćenje"
"400ML BIS OSVJEŽ.ZRAK FLOR",260797,"BIS","4.8 L","L",47.4,11.79,,47.4,47.4,3850105150219,"sredstva za čišćenje"
"400ML BIS OSVJEŽ.ZRAK ORNEL CA",193719,"BIS",".4 L","L",3.95,11.9,,3.95,3.95,3850105150141,"sredstva za čišćenje"
"400ML BIS OSVJEŽ.ZRAK ORNEL CA",260798,"BIS","4.8 L","L",47.4,11.9,,47.4,47.4,3850105150158,"sredstva za čišćenje"
"400ML BIS OSVJEŽ.ZRAK LEMON",230411,"BIS",".4 L","L",4.48,13.83,,4.48,4.48,3850105166111,"sredstva za čišćenje"
"300ML FRESH DAY OSVJ. VANILIJA",198990,"FRESH DAY",".3 L","L",1.03,3.43,,1.03,1.03,3858885022108,"sredstva za čišćenje"
"400ML BIS OSV.ZR.BY ORN.GOLD.",200456,"BIS",".4 L","L",4.48,13.58,,4.48,4.48,3850105151926,"sredstva za čišćenje"
"300ML ARO OSVJEŽ. SUMMER SENS.",242586,"ARO",".3 L","L",1.19,3.97,,1.19,1.44,3856024701051,"sredstva za čišćenje"
"300ML ARO OSVJEŽ. SUMMER SENS.",260332,"ARO","3.6 L","L",14.25,3.96,,14.25,17.25,3856024701075,"sredstva za čišćenje"
"300ML ARO OSVJEŽ. SPRING BLOOM",242587,"ARO",".3 L","L",1.19,3.97,,1.19,1.44,3856024701068,"sredstva za čišćenje"
"300ML ARO OSVJEŽ. SPRING BLOOM",260333,"ARO","3.6 L","L",14.25,3.96,,14.25,17.25,3856024701082,"sredstva za čišćenje"
"50ML EKO SPREJ ČIŠ.KACIGE",258150,"HIGHWAY",".05 L","L",5.02,91.27,,5.02,5.02,3859892818050,"sredstva za čišćenje"
"260ML FRESH DAY OSVJ. MARINE W.",265717,"FRESH DAY",".26 L","L",2.19,10.43,,2.19,1.99,3858893727583,"sredstva za čišćenje"
"10ML GLADE MS BAGNO BAZA",64788,"GLADE",".01 L","L",6.26,62.6,,6.26,6.26,5000204076141,"sredstva za čišćenje"
"10ML GLADE MS REF*2",161295,"GLADE","20 G","KG",9.3,465,,9.3,9.3,3858889570032,"sredstva za čišćenje"
"GLADE AUT MAXI BAZA JAS/SAN",192328,"GLADE","320 G","KG",11.4,35.63,,11.4,11.4,5000204347197,"sredstva za čišćenje"
