Naziv proizvoda;Sifra proizvoda;Marka proizvoda;Neto kolicina;Jedinica mjere;Maloprodajna cijena;Cijena po JM;MPC za vrijeme posebnog oblika prodaje;Najniza cijena u poslj. 30 dana;Sidrena cijena na 2.5.2025;Barkod;Kategorija proizvoda;
VODA MG MIVELA BLAGO GAZIRANA 0,5 L;619914;MIVELA;0,500 L;KOM;1,29;2,58;;;1,29;8600599002847;PICE;
TIRAMISU 2X 80 G SELECTION;619981;SELECTION;0,160 KG;KOM;;12,44;1,99;1,99;2,49;3856031211680;HRANA;
PANNA COTTA KARAMELA 2 X100 G SELECTION;619982;SELECTION;0,200 KG;KOM;;10,95;2,19;2,89;2,89;3856031211727;HRANA;
HEINZ KETCHUP BLAGI 1000 G;620048;HEINZ;1 KG;KOM;5,99;5,99;;;5,99;8715700421483;HRANA;
KEKS STRUDLICE SLJIVA 200 G PREKRASNI;620052;KRAS TJEDNE NARUDZBE;0,200 KG;KOM;1,99;9,95;;;1,99;3850120700376;HRANA;
PESTO GENOVESE 190 G CAMPO;620053;CAMPO;0,190 KG;KOM;1,85;9,74;;;2,49;3856025885040;HRANA;
PESTO ROSSO 190 G CAMPO;620054;CAMPO;0,190 KG;KOM;1,85;9,74;;;2,49;3856025885064;HRANA;
MINI MUFFINS KAKAO 200 G NEXT;620086;NEXT;0,200 KG;KOM;2,49;12,45;;;2,49;3856031208642;HRANA;
PANETTONE TIRAMISU 750 G SELECTION;620087;SELECTION;0,750 KG;KOM;;7,45;5,59;5,59;7,99;3856031213851;HRANA;
PERSIL KAPSULE 23 KOM EXPERT STAIN REMOVAL;620105;PERSIL;23 KOM;KOM;16,99;0,74;;;16,99;9000101829037;SREDSTVA ZA CISCENJE;
PANDORO 500 G PRIMIZIE;620117;DAL COLLE;0,500 KG;KOM;;5,18;2,59;2,79;4,49;8001585076611;HRANA;
PANETTONE 500 G PRIMIZIE;620118;DAL COLLE;0,500 KG;KOM;;5,18;2,59;2,79;4,49;8001585076604;HRANA;
PITA OD KISELOG TIJESTA S PILECIM NUGGETS 255 G;620123;;0,255 KG;KOM;2,99;11,73;;;2,99;;HRANA;
MINI PIZZA MEDITERAN 255 G;620124;;0,255 KG;KOM;2,59;10,16;;;2,59;;HRANA;
TAHINI PITA 220 G;620125;;;KOM;1,11;;;;1,99;;HRANA;
PITA PUNJENA FETA SIROM I MEDOM 170 G;620126;;0,170 KG;KOM;1,69;9,94;;;1,69;;HRANA;
PRSTEN S PUNJENJEM PRALINE 215 G;620127;;0,215 KG;KOM;2,29;10,65;;;2,29;;HRANA;
PRSTEN PUNJEN UMAKOM OD RAJCICE I MASLINA 225 G;620128;;0,225 KG;KOM;2,19;9,73;;;2,19;;HRANA;
PRSTEN PUNJEN UMAKOM OD PURETINE I SIRA PHILADELPHIA 225 G;620129;;0,225 KG;KOM;2,19;9,73;;;2,19;;HRANA;
PITA S KATIKI DOMOKOS SIROM 170 G;620135;;0,170 KG;KOM;1,69;9,94;;;1,69;;HRANA;
GLATKO BRASNO T-550 1 KG OHO!;620253;OHO!;1 KG;KOM;,75;0,75;;;,75;3856031210409;HRANA;
OSTRO BRASNO T-400 1 KG OHO!;620260;OHO!;1 KG;KOM;,79;0,79;;;,79;3856031210423;HRANA;
DIX UNIVERZALNO SREDSTVO 750 ML;620265;DIX;0,750 L;KOM;1,85;2,47;;;1,85;3856025896695;SREDSTVA ZA CISCENJE;
BIO MJESAVINA ZA MEDITERANSKI KRUH 400 G DI-GO;620266;DI-GO KONZERVIRANO;0,400 KG;KOM;3,49;8,73;;;3,49;3858887683529;HRANA;
BIO MJESAVINA ZA FINI DOMACI KRUH 400 G DI-GO;620267;DI-GO KONZERVIRANO;0,400 KG;KOM;3,49;8,73;;;3,49;3858887683512;HRANA;
BIO MJESAVINA ZA MULTIGRAIN KRUH 400 G DI-GO;620271;DI-GO KONZERVIRANO;0,400 KG;KOM;3,49;8,73;;;3,49;3858887683536;HRANA;
RIZA BIJELA DUGOZRNO 950 G OHO!;620275;OHO!;0,950 KG;KOM;1,59;1,67;;;1,59;3856031211642;HRANA;
MOUSSE GOVEDINA 85 G PETTIES;620278;PETTIES;0,085 KG;KOM;,79;9,29;;;,79;3856031210522;HRANA;
MOUSSE TUNA 85 G PETTIES;620279;PETTIES;0,085 KG;KOM;,79;9,29;;;,79;3856031210485;HRANA;
MOUSSE PILETINA 85 G PETTIES;620280;PETTIES;0,085 KG;KOM;,79;9,29;;;,79;3856031210508;HRANA;
SIR TAPAS 110 G GARCIA BAQUERO;620294;GARCIA BAQUERO;0,110 KG;KOM;;27,18;2,99;2,99;3,49;8412289004112;HRANA;
SIR MIJESANI VIVA ESPANA 150 G GARCIA BAQUERO;620295;GARCIA BAQUERO;0,150 KG;KOM;;17,27;2,59;2,59;3,09;8412289005171;HRANA;
SIR MANCHEGO 150 G GARCIA BAQUERO;620296;GARCIA BAQUERO;0,150 KG;KOM;;32,60;4,89;4,89;5,65;8412289005591;HRANA;
SIR TVRDI OVCJI S TARTUFIMA 200 G VEGA SOTUELAMOS;620305;VEGA SOTUELAMOS;0,200 KG;KOM;6,99;34,95;;;6,99;8437013158459;HRANA;
SIR TVRDI OVCJI LJUTA PAPRIKA DIABLO 200 G VEGA SOTUELAMOS;620306;VEGA SOTUELAMOS;0,200 KG;KOM;6,59;32,95;;;6,59;8437018116065;HRANA;
SIR TVRDI OVCJI MED I ORIGANO 200 G VEGA SOTUELAMOS;620307;VEGA SOTUELAMOS;0,200 KG;KOM;6,59;32,95;;;6,59;8437023549681;HRANA;
SIR PLADANJ 300 G VEGA SOTUELAMOS;620308;VEGA SOTUELAMOS;0,300 KG;KOM;9,99;33,30;;;9,99;8437023549575;HRANA;
PRAH DIRECT VIT C+ZN 30 G 20/1 MULTIVITA;620309;MULTIVITA;0,030 KG;KOM;4,89;163,00;;;4,89;3858881249356;HRANA;
L'ANGELICA TEKUCI SAPUN 500 ML VANILIJA I JASMIN;620312;L'ANGELICA;0,500 L;KOM;3,99;7,98;;;3,99;8017331102947;KOZMETIKA;
COCO RAFAELO TORTA 800 G;620322;;0,800 KG;KOM;10,99;13,74;;;10,99;3830061866096;HRANA;
PANETTONE PISTACIJA 750 G SELECTION;620359;SELECTION;0,750 KG;KOM;;11,99;8,99;9,79;10,99;3856031213899;HRANA;
SIR ABC JUNIOR 100 G BELJE ZVIJEZDA;620378;ABC NAMAZ;0,100 KG;KOM;1,35;13,50;;;1,35;3850257060190;HRANA;
SIR ABC MEDITERAN 100 G BELJE ZVIJEZDA;620379;ABC NAMAZ;0,100 KG;KOM;1,28;12,80;;;1,35;3850257061890;HRANA;
SIR ABC TARTUFI 100 G BELJE ZVIJEZDA;620380;ABC NAMAZ;0,100 KG;KOM;1,99;19,90;;;1,99;3850257061913;HRANA;
COKOLADNE HORROR PRALINE 150 G RIEGELEIN;620399;RIEGELEIN;0,150 KOM;KOM;2,49;16,60;;;2,49;4013900508671;HRANA;
RIZA ARBORIO DUGO ZRNO 2 KG CURTIRISO;620484;CURTIRISO;2 KG;KOM;6,99;3,50;;;6,99;8017759645460;HRANA;
AMERICAN TOAST INTEGRALNI MULINI 750 G;620565;TOAST MULINI;0,750 KG;KOM;1,69;2,25;;;1,69;3856031207812;HRANA;
ARIX SELECTION 4 KG 62 PR. DETERDZENT KK;620566;ARIX;4 KG;KOM;6,99;1,75;;;13,99;3873508608873;SREDSTVA ZA CISCENJE;
ARIX SELECTION 750 ML STAKLO;620567;ARIX;0,750 L;KOM;,89;1,19;;;1,79;3873508921644;SREDSTVA ZA CISCENJE;
RIZINA KASA VANILIJA 50 G DOBRA;620586;DOBRA ZOBENA KASA;0,050 KG;KOM;,8;16,00;;;,99;8595054909048;HRANA;
RIZINA KASA COKOLADA 50 G DOBRA;620587;DOBRA ZOBENA KASA;0,050 KG;KOM;,8;16,00;;;,99;8595054909024;HRANA;
RIZINA KASA COKOLADA BANANA 50 G DOBRA;620588;DOBRA ZOBENA KASA;0,050 KG;KOM;,8;16,00;;;,99;8595054909086;HRANA;
RIZINA KASA SUMSKO VOCE 50 G DOBRA;620589;DOBRA ZOBENA KASA;0,050 KG;KOM;,8;16,00;;;,99;8595054909062;HRANA;
DATULJE MEDJOUL S KOSTICAMA 200 G SELECTION;620601;SELECTION;0,200 KG;KOM;3,79;18,95;;;3,79;3856025886023;HRANA;
DATULJE MAZAFATI S KOSTICAMA 500 G SELECTION;620602;SELECTION;0,500 KG;KOM;3,79;7,58;;;3,79;3856025886009;HRANA;
DATULJE DEGLET NOUR BEZ KOSTICA 200 G ALEGRO;620603;ALEGRO;0,200 KG;KOM;1,29;6,45;;;1,29;3856031208802;HRANA;
ANANAS SUSENI KOMADICI 75 G ALEGRO;620604;ALEGRO;0,075 KG;KOM;2,29;30,53;;;2,29;3856031208864;HRANA;
MANGO SUSENI KOMADICI 100 G ALEGRO;620605;ALEGRO;0,100 KG;KOM;2,29;22,90;;;2,29;3856031208840;HRANA;
COKOLADA DARK 70% NARANCA PREMIUM 100 G VALOR;620607;VALOR;0,100 KG;KOM;2,99;29,90;;;2,99;8410109050523;HRANA;
COKOLADA GROZDICE LJESNJAK 90 G MILKA;620608;MILKA CHOCO PROGRAM;0,090 KG;KOM;1,99;22,11;;;2,49;7622202262739;HRANA;
COKOLADA DARK 70% PREMIUM 100 G VALOR;620609;VALOR;0,100 KG;KOM;2,99;29,90;;;2,99;8410109050509;HRANA;
COKOLADA CIJELI LJESNJAK 95 G MILKA;620610;MILKA CHOCO PROGRAM;0,095 KG;KOM;2,49;26,21;;;2,49;7622202264177;HRANA;
COKOLADA BIJELA 90 G MILKA;620612;MILKA CHOCO PROGRAM;0,090 KG;KOM;1,99;22,11;;;2,49;7622202265662;HRANA;
COKOLADA ALPSKO MLIJEKO 250 G MILKA;620613;MILKA CHOCO PROGRAM;0,250 KG;KOM;2,99;11,96;;;5,99;7622202257827;HRANA;
COKOLADA CIJELI LJESNJAK 250 G MILKA;620614;MILKA CHOCO PROGRAM;0,250 KG;KOM;2,99;11,96;;;5,99;7622202273919;HRANA;
COKOLADA NOISETTE 250 G MILKA;620615;MILKA CHOCO PROGRAM;0,250 KG;KOM;2,99;11,96;;;5,99;7622202258312;HRANA;
LJESNJAK JEZGRA 200 G ALEGRO;620641;ALEGRO;0,200 KG;KOM;4,89;24,45;;;4,89;3856031214056;HRANA;
ORAH JEZGRA 125 G ALEGRO;620642;ALEGRO;0,125 KG;KOM;2,99;23,92;;;2,99;3856031214032;HRANA;
ORASASTI MIX 200 G ALEGRO;620643;ALEGRO;0,200 KG;KOM;3,49;17,45;;;3,49;3856031214117;HRANA;
PISTACIJE PRZENE I SLANE 175 G ALEGRO;620644;ALEGRO;0,175 KG;KOM;5,29;30,23;;;5,29;3856031214094;HRANA;
SUNCOKRET SJEMENKE 200 G ALEGRO;620645;ALEGRO;0,200 KG;KOM;1,39;6,95;;;1,39;3856031214131;HRANA;
BADEM JEZGRA 200 G ALEGRO;620646;ALEGRO;0,200 KG;KOM;3,59;17,95;;;3,59;3856031214070;HRANA;
COKOLADA TAMNA S KARAMELIZIRANIM PISTACIJAMA 75 G NOVI;620651;NOVI;0,075 KG;KOM;;26,53;1,99;2,49;2,49;8006380215661;HRANA;
BADEM JEZGRA 100 G ALEGRO;620652;ALEGRO;0,100 KG;KOM;2,19;21,90;;;2,19;3856031214193;HRANA;
INDIJSKI ORASCIC 100 G ALEGRO;620653;ALEGRO;0,100 KG;KOM;2,19;21,90;;;2,19;3856031214292;HRANA;
LJESNJAK 100 G ALEGRO;620654;ALEGRO;0,100 KG;KOM;2,99;29,90;;;2,99;3856031214179;HRANA;
ORASASTO I SUHO VOCE MIX 90 G ALEGRO;620655;ALEGRO;0,090 KG;KOM;1,89;21,00;;;1,89;3856031214278;HRANA;
ORAH JEZGRA 60 G ALEGRO;620656;ALEGRO;0,060 KG;KOM;2,09;34,83;;;2,09;3856031214155;HRANA;
ORASASTI MIKS 90 G ALEGRO;620657;ALEGRO;0,090 KG;KOM;2,09;23,22;;;2,09;3856031214254;HRANA;
PISTACIJE PRZENE I SLANE 75 G ALEGRO;620658;ALEGRO;0,075 KG;KOM;3,19;42,53;;;3,19;3856031214230;HRANA;
LJESNJAK PECENI 100 G ALEGRO;620659;ALEGRO;0,100 KG;KOM;3,59;35,90;;;3,59;3856031214216;HRANA;
COKOLADA MLIJECNA S PUNJENJEM OD PISTACIJA 105 G NOVI;620660;NOVI;0,105 KG;KOM;;18,95;1,99;2,49;2,49;8006380212295;HRANA;
COKOLADA MLIJECNA S KEKSIMA I KARAMELOM 100 G NOVI;620665;NOVI;0,100 KG;KOM;;19,90;1,99;2,49;2,49;8006380212134;HRANA;
COKOLADA MLIJECNA S LJESNJACIMA 100 G NOVI;620666;NOVI;0,100 KG;KOM;;19,90;1,99;2,49;2,49;8006380212202;HRANA;
COKOLADA TAMNA S BOROVNICAMA I BADEMIMA 75 G NOVI;620668;NOVI;0,075 KG;KOM;;26,53;1,99;2,49;2,49;8006380315699;HRANA;
COKOLADA TAMNA MALINA I BADEM 75 G NOVI;620669;NOVI;0,075 KG;KOM;;26,53;1,99;2,49;2,49;8006380315705;HRANA;
BIJELA COKOLADA S CIJELIM LJESNJACIMA 130 G NOVI;620670;NOVI;0,130 KG;KOM;3,49;26,85;;;3,49;8006380217160;HRANA;
COKOLADA MLIJECNA SA CIJELIM LJESNJACIMA 130 G NOVI;620671;NOVI;0,130 KG;KOM;3,49;26,85;;;3,49;8006380217061;HRANA;
COKOLADA TAMNA NARANCA I BADEM 75 G NOVI;620672;NOVI;0,075 KG;KOM;;26,53;1,99;2,49;2,49;8006380215777;HRANA;
TIC TAC EXOTIC ESCAPE 54 G;620680;FERRERO;0,054 KG;KOM;2,09;38,70;;;2,09;8000500451236;HRANA;
TIC TAC EXOTIC ESCAPE 18 G;620681;FERRERO;0,018 KG;KOM;,79;43,89;;;,79;80850199;HRANA;
TIC TAC DRAGON FRUIT 54 G;620682;FERRERO;0,054 KG;KOM;2,09;38,70;;;2,09;8000500453766;HRANA;
COKOLADA LJESNJAK MAKADAMIJA ROCHER 90 G;620683;FERRERO;0,090 KG;KOM;;23,22;2,09;2,89;2,89;8000500447833;HRANA;
NUTELLA PLANT BASED 350 G;620684;FERRERO;0,350 KG;KOM;5,39;15,40;;;5,39;8000500426494;HRANA;
GIOTTO 43 G FERRERO;620685;FERRERO;0,043 KG;KOM;2,19;50,93;;;2,19;8000500319475;HRANA;
PRALINE ROCHER PRESTIGE T28X4 319 G FERRERO;620686;FERRERO;0,319 KG;KOM;14,59;45,74;;;14,59;8000500452653;HRANA;
WISE CAT 100 G GOVEDINA VRECICA;620693;WISE CAT;0,100 KG;KOM;,49;4,90;;;,49;4820111141098;HRANA;
WISE CAT 100 G PILETINA VRECICA;620694;WISE CAT;0,100 KG;KOM;,49;4,90;;;,49;4820111141135;HRANA;
WISE CAT 100 G RIBA VRECICA;620695;WISE CAT;0,100 KG;KOM;,49;4,90;;;,49;4820111141074;HRANA;
SIR GRUYERE AOP 200 G LE SUPERBE;620698;LE SUPERBE;0,200 KG;KOM;;24,95;4,99;5,49;5,49;7610563994420;HRANA;
SIR EMENTALER 200 G LE SUPERBE;620699;LE SUPERBE;0,200 KG;KOM;;24,95;4,99;5,49;5,49;7610563994482;HRANA;
SIR AROMATICNI 180 G LUSTENBERGER 1862;620703;LUSTENBERGER 1862;0,180 KG;KOM;;19,39;3,49;3,89;3,89;7610563994369;HRANA;
SIR KREMASTI I PIKANTNI 180 G LUSTENBERGER 1862;620704;LUSTENBERGER 1862;0,180 KG;KOM;;19,39;3,49;3,99;3,99;7610563994383;HRANA;
SIR VOCNI I PIKANTNI 150 G LUSTENBERGER 1862;620705;LUSTENBERGER 1862;0,150 KG;KOM;;23,27;3,49;3,89;3,89;7610563994406;HRANA;
S.KRUH FOCACCIA MASLINE 450 G (620708 PDV5%);620707;;0,450 KG;KOM;2,39;5,31;;;2,39;3871710006838;HRANA;
KRUH FOCACCIA MASLINE 450 G;620708;;0,450 KG;KOM;2,39;5,31;;;2,39;;HRANA;
S.DONUT KRAFNA LINO LADA 78 G;620709;PODRAVKA - ZITO PEKARSTVO;0,078 KG;KOM;1,19;15,26;;;1,19;3838700405637;HRANA;
COKOLADA EXTRA ALPSKO MLIJEKO 190 G MILKA;620721;MILKA CHOCO PROGRAM;0,190 KG;KOM;;17,32;3,29;3,49;4,49;7622202305658;HRANA;
COKOLADA EXTRA NOISETTE 190 G MILKA;620722;MILKA CHOCO PROGRAM;0,190 KG;KOM;;17,32;3,29;3,29;4,49;7622202305733;HRANA;
COKOLADA EXTRA CIJELI LJESNJACI 190 G MILKA;620723;MILKA CHOCO PROGRAM;0,190 KG;KOM;;17,32;3,29;3,29;4,49;7622202305399;HRANA;
FINO MIRISNA VRECA ZA SMECE S RUCKOM 10 L 50/1;620728;FINO;;KOM;1,49;;;;1,49;5201314198017;PROIZVODI ZA KUCANSTVO;
FINO MIRISNA VRECA ZA SMECE S RUCKOM 35 L 20/1;620729;FINO;;KOM;2,39;;;;2,39;5201314198055;PROIZVODI ZA KUCANSTVO;
FINO MIRISNA VRECA ZA SMECE S RUCKOM 60 L 15/1;620730;FINO;;KOM;2,99;;;;2,99;5201314198086;PROIZVODI ZA KUCANSTVO;
PITA OD ORAHA 450 G MIRIS TRADICIJE;620735;MIRIS TRADICIJE;0,450 KG;KOM;;7,53;3,39;3,29;4,25;3850135267598;HRANA;
ADVENT CALENDAR DOG 100 G WANPY;620835;WANPY;0,100 KG;KOM;8,99;89,90;;;8,99;6927749813088;HRANA;
ADVENT CALENDAR CAT 100 G WANPY;620836;WANPY;0,100 KG;KOM;8,99;89,90;;;8,99;6927749811572;HRANA;
LEDENI CAJ NESTEA BRESKVA 1,5 L;620929;NESTEA;1,5 L;KOM;1,79;1,19;;;1,79;8595646203578;PICE;
LEDENI CAJ NESTEA SUMSKO VOCE 1,5 L;620930;NESTEA;1,5 L;KOM;1,79;1,19;;;1,79;5900334017970;PICE;
VINO MERLOT 3 L WINEGREETINGS;620943;WINEGREETINGS;3 L;KOM;9,99;3,33;;;9,99;3856031213677;PICE;
SENF KRIGLA 250 G CAMPO;621004;CAMPO;0,250 KG;KOM;1,95;7,80;;;1,95;3856025892017;HRANA;
HREN 190 G CAMPO;621005;CAMPO;0,190 KG;KOM;1,19;6,26;;;1,19;3856025891997;HRANA;
COKOLADA KIT KAT DOUBLE CHOC 99 G NESTLE;621034;NESTLE CHOCO;0,099 KG;KOM;2,79;28,18;;;2,79;3800020491478;HRANA;
COKOLADA KIT KAT LJESNJAK 99 G;621035;NESTLE CHOCO;0,099 KG;KOM;2,79;28,18;;;2,79;3800020491461;HRANA;
COKOLADA KIT KAT SLANA KARAMELA 99 G NESTLE;621036;NESTLE CHOCO;0,099 KG;KOM;2,79;28,18;;;2,79;3800020491508;HRANA;
OLD SPICE PP SPORT FAN ( STICK + GEL);621150;OLD SPICE;1 KOM;KOM;8,49;8,49;;;8,49;8006530006989;KOZMETIKA;
SAMPINJONI REZANI 400 G EXCELSIOR;621155;VM2 PREHRANA;0,230 KG;KOM;1,69;7,35;;;1,69;9001397502734;HRANA;
BOMBONI GUMENI SUPER BRAIN 150 G TROLLI;621161;TROLLI;0,150 KG;KOM;2,19;14,60;;;2,19;4000512463771;HRANA;
FAKS 1,1 KG 20 PR. AQUAMARINE HYG.;621163;FAKS;1,1 KG;KOM;7,99;7,26;;;8,49;3850105187826;SREDSTVA ZA CISCENJE;
FAKS 2,2 KG 40 PR. AQUAMARINE HYG.;621164;FAKS;2,2 KG;KOM;11,99;5,45;;;14,99;3850105187949;SREDSTVA ZA CISCENJE;
FAKS 3,3 KG 60 PR. AQUAMARINE HYG.;621166;FAKS;3,3 KG;KOM;17,99;5,45;;;20,99;3850105188069;SREDSTVA ZA CISCENJE;
FAKS 220 G 4 PR. AQUAMARINE HYG.;621168;FAKS;0,220 KG;KOM;2,29;10,41;;;2,29;3850105187796;SREDSTVA ZA CISCENJE;
POKLON PAKET PIJAT PO GUSTU 1480 G SELECTION;621173;SELECTION;1,48 KG;KOM;29,99;20,26;;;29,99;3856031215022;HRANA;
COKOLADA MLIJECNA RIZA CRISPY 80 G NOVI;621185;NOVI;0,080 KG;KOM;;24,88;1,99;2,49;2,49;8006380213414;HRANA;
FAKS 1,1 KG 20 PR.BY ORNEL HYG.;621275;FAKS;1,1 KG;KOM;7,99;7,26;;;8,49;3850105187888;SREDSTVA ZA CISCENJE;
FAKS 1,1 KG 20 PR. SUPERAKTIV HYG.;621276;FAKS;1,1 KG;KOM;7,99;7,26;;;8,49;3850105187857;SREDSTVA ZA CISCENJE;
FAKS GEL 900 ML COLOR HYG 20P;621278;FAKS;0,900 L;KOM;7,99;8,88;;;8,49;3850105188724;SREDSTVA ZA CISCENJE;
MUFFIN HALLOWEEN 112 G;621318;;0,112 KG;KOM;1,29;11,52;;;1,29;;HRANA;
BRASNO TIP 00 1 KG, MOLINO CHIAVAZZA;621321;MOLINO CHIAVAZZA;1 KG;KOM;,89;0,89;;;,89;8009550000104;HRANA;
BRASNO ZA PIZZE 1KG, MOLINO CHIAVAZZA;621322;MOLINO CHIAVAZZA;1 KG;KOM;,99;0,99;;;,99;8009550007509;HRANA;
TJ.MALFATTI 500 G, CAMERINO;621323;CAMERINO;0,500 KG;KOM;;5,68;2,84;3,79;3,79;8032605060167;HRANA;
TJ.CHITARRINE 250 G, CAMERINO;621325;CAMERINO;0,250 KG;KOM;;5,96;1,49;1,99;1,99;8032605060679;HRANA;
UMAK OD PATLIDZANA I CHERRY RAJCICE, 260 G, AGROMONTE;621332;AGROMONTE;0,260 KG;KOM;;11,50;2,99;3,99;3,99;8032817245871;HRANA;
UMAK ARRABIATA I CHERRY RAJCICE 260 G, AGROMONTE;621336;AGROMONTE;0,260 KG;KOM;;11,50;2,99;3,99;3,99;8032817245918;HRANA;
UMAK OD CHERRY RAJCICE 330G, AGROMONTE;621338;AGROMONTE;0,330 KG;KOM;;9,06;2,99;3,99;3,99;8032817240319;HRANA;
UMAK SICILIAN ROSO 100 G;621341;AGROMONTE;0,100 KG;KOM;;29,90;2,99;3,99;3,99;8032817244577;HRANA;
NAMAZ OD RAJCICE I CRNOG PAPRA 100 G;621342;AGROMONTE;0,100 KG;KOM;;29,90;2,99;3,99;3,99;8032817244485;HRANA;
KEKS RONDINI LIMUN MAK 200 G LASTA;621343;LASTA;0,200 KG;KOM;;8,95;1,79;1,59;1,99;3870128041554;HRANA;
KEKS RONDINI BIJELI LJESNJAK 200 G LASTA;621344;LASTA;0,200 KG;KOM;;8,95;1,79;1,59;1,99;3870128041523;HRANA;
TJESTENINA MEZZA MANICA 500 G, ARMANDO;621361;ARMANDO;0,500 KG;KOM;1,26;2,52;;;1,69;8005709204799;HRANA;
TJESTENINA IL SEDANO 500 G, ARMANDO;621362;ARMANDO;0,500 KG;KOM;1,26;2,52;;;1,69;8005709204584;HRANA;
TJEST. TRECCIA 500 G, ARMANDO;621363;ARMANDO;0,500 KG;KOM;1,26;2,52;;;1,69;8005709200401;HRANA;
TJESTENINA ORECCHIETTA 500 G, ARMANDO;621364;ARMANDO;0,500 KG;KOM;1,26;2,52;;;1,69;8005709201156;HRANA;
SIR KUGLICE PIZZA 24 G GRANAROLO;621369;GRANAROLO;0,024 KG;KOM;1,49;62,08;;;1,49;8002670382228;HRANA;
SIR KUGLICE TARTUFI 24 G GRANAROLO;621370;GRANAROLO;0,024 KG;KOM;1,49;62,08;;;1,49;8002670381504;HRANA;
TJESTENINA KRPICE S JAJIMA 500 G ZLATO POLJE;621391;ZLATO POLJE;0,500 KG;KOM;2,49;4,98;;;2,49;3856020282622;HRANA;
TJESTENINA LINGUINA 500 G, ARMANDO;621394;ARMANDO;0,500 KG;KOM;1,26;2,52;;;1,69;8005709204034;HRANA;
LJESNJAK MLJEVENI PRZENI 120 G VENTURA;621406;VENTURA;0,120 KG;KOM;;23,92;2,87;3,59;3,59;8028618005202;HRANA;
PISTACIJA JEZGRA 80 G VENTURA;621408;VENTURA;0,080 KG;KOM;;44,88;3,59;4,49;4,49;8028618005844;HRANA;
DATULJE MEDJOUL 500 G VENTURA;621409;VENTURA;0,500 KG;KOM;;15,98;7,99;9,99;9,99;8028618013535;HRANA;
ORAH SJECKANI 100 G VENTURA;621420;VENTURA;0,100 KG;KOM;;23,90;2,39;2,99;2,99;8028618005165;HRANA;
MUESLI S COKOLADOM 450 G KOLLN;621429;KOLLN;0,450 KG;KOM;5,99;13,31;;;5,99;4000540081886;HRANA;
COK. LJESNJAK EXTRA CREAMY 80 G LINDT;621461;LINDT;0,080 KG;KOM;;37,38;2,99;2,99;4,29;3046920021531;HRANA;
TJESTENINA RIGATONI 500 G, GAROFALO;621481;GAROFALO;0,500 KG;KOM;1,79;3,58;;;1,79;8000139939181;HRANA;
TJESTENINA FUSILLATA, AL BRONZO 500 G, RISCOSSA;621489;RISCOSSA;0,500 KG;KOM;1,49;2,98;;;1,49;8011780001899;HRANA;
TJESTENINA FUSILLI, AL BRONZO, 500 G, RISCOSSA;621494;RISCOSSA;0,500 KG;KOM;1,49;2,98;;;1,49;8011780000779;HRANA;
TJESTENINA PENNE RIGATE, AL BRONZO 500 G, RISCOSSA;621498;RISCOSSA;0,500 KG;KOM;1,49;2,98;;;1,49;8011780000809;HRANA;
TJESTENINA RIGATONI 500 G, AL BRONZO, RISCOSSA;621502;RISCOSSA;0,500 KG;KOM;1,49;2,98;;;1,49;8011780000816;HRANA;
SUHE SMOKVE 200 G VENTURA;621505;VENTURA;0,200 KG;KOM;;13,15;2,63;3,29;3,29;8028618005318;HRANA;
SLJIVE SUHE BEZ KOSTICA 500 G SUNSWEET;621506;SUNSWEET;0,500 KG;KOM;;13,58;6,79;8,49;8,49;070450020873;HRANA;
BOMBONI MINIS HALLOWEEN 250 G HARIBO;621510;HARIBO;0,250 KG;KOM;3,49;13,96;;;3,49;4001686306956;HRANA;
KEKS VAFEL TAMNI KAKAO 225 G FRONDI;621512;KRAS TJEDNE NARUDZBE;0,225 KG;KOM;2,59;11,51;;;2,59;3850120700352;HRANA;
NARCISA;621523;;;KOM;3,79;;;;3,79;3858891960548;HRANA;
LOSOS TRIO 150 G SELECTION;621535;SELECTION;0,150 KG;KOM;7,49;49,93;;;7,49;3856031214353;HRANA;
BADEM BLANSIRANI 170 G VENTURA;621538;VENTURA;0,170 KG;KOM;;17,82;3,03;3,79;3,79;8028618005356;HRANA;
MASLINE ZELENE SEASONED SICILIAN 170 G, SALVIANI;621627;SALVIANI;0,170 KG;KOM;;10,53;1,79;2,49;2,49;8005639022319;HRANA;
MASLINE ZELENE GIGANTSKE 325 G, SALVIANI;621629;SALVIANI;0,325 KG;KOM;;5,51;1,79;2,49;2,49;8005639022333;HRANA;
MASLINE MIX, ZACINJENE OTKOSTENE 140 G, SALVIANI;621630;SALVIANI;0,140 KG;KOM;;12,79;1,79;2,49;2,49;8005639022326;HRANA;
MASLINE ZACINJENE KALAMATA, OTKOSTENE 140 G, SALVIANI;621631;SALVIANI;0,140 KG;KOM;;12,79;1,79;2,49;2,49;8005639025655;HRANA;
SIRNA ROLADA ZACINSKO BILJE 125 G RIANS;621634;RIANS;0,125 KG;KOM;;31,92;3,99;4,49;4,49;3184670026052;HRANA;
SIR TRIPLE CREME 180 G LA FROMAGERIE GERMAIN;621637;LA FROMAGERIE GERMAIN;0,180 KG;KOM;;44,39;7,99;8,99;8,99;3336660011825;HRANA;
MASL.ULJE EXTRA DJEVICANSKO1 L, BASSO;621639;BASSO;0,916 L;KOM;;7,36;6,74;8,99;8,99;8004123000222;HRANA;
